design_id,L,B,D,Crane,POB,Power,LWI,MP,Fuel,ROV,DP,PC,DFC,eco_friend,cost,closnesscentrality,betweenesscentrality,modularity_class,outdegree,fpn1,fpn2,fpn3,fpn4,fpn5,fpn6,fpn7,fpn8,fpn9,fpn10,fpn11,fpn12,fpn13,fpn14,fpn15,fpn16,fpn17,fpn18,fpn19,fpn20,fpn21,fpn22,fpn23,fpn24,fpn25,fpn26,fpn27,fpn28,fpn29,fpn30,fpn31,fpn32,fpn33,fpn34,fpn35,fpn36,fpn37,fpn38,fpn39,fpn40,fpn41,fpn42,fpn43,fpn44,fpn45,fpn46,fpn47,fpn48,fpn49,fpn50,fpn51,fpn52,fpn53,fpn54,fpn55,fpn56,fpn57,fpn58,fpn59,fpn60,fpn61,fpn62,fpn63,fpn64,fpn65,fpn66,fpn67,fpn68,fpn69,fpn70,fpn71,fpn72,fpn73,fpn74,fpn75,fpn76,fpn77,fpn78,fpn79,fpn80,fpn81,fpn82,fpn83,fpn84,fpn85,fpn86,fpn87,fpn88,fpn89,fpn90,fpn91,fpn92,fpn93,fpn94,fpn95,fpn96
13994,180,30,13,0,400,25000,0,1,0,0,1,0,1,1.0498,228.71,0.998,8.592,0,498,101,101,101,101,101,101,101,101,101,101,101,101,23.221,23.221,23.221,23.221,101,101,101,101,101,101,101,101,18.573,18.573,18.573,18.573,19.295,19.295,19.295,19.295,101,101,101,101,101,101,101,101,101,101,101,101,19.054,19.054,19.054,19.054,101,101,101,101,101,101,101,101,101,101,101,101,33.889,33.889,33.889,33.889,101,101,101,101,101,101,101,101,18.807,18.807,18.807,18.807,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
14107,150,30,13,800,400,15000,300,1,0,0,1,0,1,0.89998,233.68,0.994,8.89,0,496,101,101,101,101,101,101,101,101,101,101,101,101,25.777,25.777,25.777,25.777,101,101,101,101,101,101,101,101,20.493,20.493,20.493,20.493,21.29,21.29,21.29,21.29,19.988,19.988,19.988,19.988,20.234,20.234,20.234,20.234,101,101,101,101,21.144,21.144,21.144,21.144,101,101,101,101,101,101,101,101,101,101,101,101,34.498,34.498,34.498,34.498,101,101,101,101,101,101,101,101,20.752,20.752,20.752,20.752,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
14131,150,30,13,400,50,25000,300,1,0,0,1,0,1,1.3573,250.75,1,8.794,0,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,23.012,23.012,23.012,23.012,23.907,23.907,23.907,23.907,22.175,22.175,22.175,22.175,22.758,22.758,22.758,22.758,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,23.303,23.303,23.303,23.303,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
14358,120,20,8,0,250,15000,0,0,1,0,1,0,1,9.6987,115.86,1,6.268,1,499,101,101,101,101,101,101,101,101,101,101,101,101,0.081,0.081,0.081,0.081,101,101,101,101,101,101,101,101,0.072,0.072,0.072,0.072,0.075,0.075,0.075,0.075,101,101,101,101,101,101,101,101,101,101,101,101,0.068,0.068,0.068,0.068,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
14367,120,20,13,0,250,15000,0,0,1,0,1,0,1,8.6349,139.96,1,7.052,1,499,101,101,101,101,101,101,101,101,101,101,101,101,3.721,3.721,3.721,3.721,101,101,101,101,101,101,101,101,3.49,3.49,3.49,3.49,3.626,3.626,3.626,3.626,101,101,101,101,101,101,101,101,101,101,101,101,3.213,3.213,3.213,3.213,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
14388,120,30,13,400,250,15000,0,0,1,0,1,0,1,7.2241,180.71,1,7.226,1,499,101,101,101,101,101,101,101,101,101,101,101,101,12.596,12.596,12.596,12.596,101,101,101,101,101,101,101,101,10.333,10.333,10.333,10.333,10.735,10.735,10.735,10.735,9.132,9.132,9.132,9.132,9.372,9.372,9.372,9.372,101,101,101,101,10.403,10.403,10.403,10.403,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,10.464,10.464,10.464,10.464,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
14397,180,25,13,800,250,15000,0,0,1,0,1,0,1,6.8662,213.62,1,8.997,0,499,101,101,101,101,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,101,101,101,101,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
14426,180,30,8,400,400,15000,0,0,1,0,1,0,1,7.8472,175.88,1,7.652,1,499,101,101,101,101,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,101,101,101,101,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
14488,120,20,8,0,250,25000,0,0,1,0,1,0,1,9.6945,164.01,0.998,8.075,1,498,101,101,101,101,101,101,101,101,101,101,101,101,7.817,7.817,7.817,7.817,101,101,101,101,101,101,101,101,6.715,6.715,6.715,6.715,6.976,6.976,6.976,6.976,101,101,101,101,101,101,101,101,101,101,101,101,6.624,6.624,6.624,6.624,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
15074,180,25,8,0,50,25000,600,1,1,0,1,0,1,7.6753,278,0.98,7.59,0,489,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
15117,150,30,13,0,400,25000,600,1,1,0,1,0,1,6.074,328.8,0.973,8.026,2,485,101,101,101,101,101,101,101,101,101,101,101,101,20.158,20.158,20.158,20.158,101,101,101,101,101,101,101,101,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,101,101,101,101,101,101,101,101,101,101,101,101,20.158,20.158,20.158,20.158,101,101,101,101,101,101,101,101,101,101,101,101,20.158,20.158,20.158,20.158,101,101,101,101,101,101,101,101,20.158,20.158,20.158,20.158,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
15134,180,25,8,0,50,15000,0,0,0,1,1,0,1,3.8273,133.02,1,6.25,1,499,101,101,101,101,2.639,2.639,2.639,2.639,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,4.255,4.255,4.255,4.255,4.421,4.421,4.421,4.421,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,4.309,4.309,4.309,4.309,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
15148,150,20,8,400,50,15000,0,0,0,1,1,0,1,4.3773,118.33,0.998,7.168,1,498,0.072,0.072,0.072,0.072,0.17,0.17,0.17,0.17,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2.028,2.028,2.028,2.028,2.107,2.107,2.107,2.107,0.544,0.544,0.544,0.544,0.558,0.558,0.558,0.558,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2.053,2.053,2.053,2.053,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
15278,150,25,8,400,50,25000,0,0,0,1,1,0,1,3.9155,162.48,0.998,7.998,1,498,6.315,6.315,6.315,6.315,7.549,7.549,7.549,7.549,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.909,8.909,8.909,8.909,9.255,9.255,9.255,9.255,7.731,7.731,7.731,7.731,7.935,7.935,7.935,7.935,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,9.021,9.021,9.021,9.021,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
15436,180,30,8,0,250,15000,0,1,0,1,1,0,1,2.6536,150.69,1,7.076,1,499,101,101,101,101,6.173,6.173,6.173,6.173,101,101,101,101,8.582,8.582,8.582,8.582,101,101,101,101,101,101,101,101,7.212,7.212,7.212,7.212,7.493,7.493,7.493,7.493,101,101,101,101,101,101,101,101,101,101,101,101,7.116,7.116,7.116,7.116,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,7.303,7.303,7.303,7.303,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
15532,150,20,8,400,50,25000,0,1,0,1,1,0,1,3.8559,150.43,0.996,8.003,1,497,5.818,5.818,5.818,5.818,7.076,7.076,7.076,7.076,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,7.077,7.077,7.077,7.077,7.107,7.107,7.107,7.107,7.071,7.071,7.071,7.071,7.114,7.114,7.114,7.114,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,7.087,7.087,7.087,7.087,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
15607,120,30,8,0,400,25000,0,1,0,1,1,0,1,3.0457,156.28,0.998,7.453,1,498,101,101,101,101,8.536,8.536,8.536,8.536,101,101,101,101,11.542,11.542,11.542,11.542,101,101,101,101,101,101,101,101,9.574,9.574,9.574,9.574,9.947,9.947,9.947,9.947,101,101,101,101,101,101,101,101,101,101,101,101,9.598,9.598,9.598,9.598,101,101,101,101,101,101,101,101,101,101,101,101,16.527,16.527,16.527,16.527,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
15653,180,25,13,0,50,15000,300,1,0,1,1,0,1,1.5951,219.93,0.998,8.4,0,498,101,101,101,101,15.799,15.799,15.799,15.799,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,16.741,16.741,16.741,16.741,17.392,17.392,17.392,17.392,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,16.953,16.953,16.953,16.953,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
15779,180,25,8,400,250,25000,300,1,0,1,1,0,1,2.5128,219.47,0.978,7.871,0,488,14.909,14.909,14.909,14.909,14.892,14.892,14.892,14.892,5.612,5.612,5.612,5.612,19.632,19.632,19.632,19.632,101,101,101,101,101,101,101,101,15.765,15.765,15.765,15.765,16.378,16.378,16.378,16.378,14.94,14.94,14.94,14.94,15.172,15.172,15.172,15.172,14.261,14.261,14.261,14.261,16.207,16.207,16.207,16.207,101,101,101,101,12.551,12.551,12.551,12.551,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,15.964,15.964,15.964,15.964,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,14.132,14.132,14.132,14.132
15867,120,30,8,400,400,15000,600,1,0,1,1,0,1,1.9847,217.05,0.994,8.026,0,496,101,101,101,101,101,101,101,101,101,101,101,101,23.568,23.568,23.568,23.568,101,101,101,101,101,101,101,101,18.777,18.777,18.777,18.777,19.507,19.507,19.507,19.507,17.864,17.864,17.864,17.864,101,101,101,101,17.763,17.763,17.763,17.763,19.39,19.39,19.39,19.39,101,101,101,101,101,101,101,101,101,101,101,101,34.401,34.401,34.401,34.401,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,17.634,17.634,17.634,17.634
15989,180,25,13,0,250,15000,0,0,1,1,1,0,1,7.2756,205.49,1,8.646,0,499,101,101,101,101,0.05,0.05,0.05,0.05,101,101,101,101,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
16038,180,25,8,400,400,15000,0,0,1,1,1,0,1,8.2398,172.13,0.998,7.443,1,498,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,101,101,101,101,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05
16091,120,25,8,800,50,25000,0,0,1,1,1,0,1,8.662,199.98,0.998,8.742,1,498,9.989,9.989,9.989,9.989,11.191,11.191,11.191,11.191,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,12.366,12.366,12.366,12.366,12.846,12.846,12.846,12.846,11.219,11.219,11.219,11.219,11.514,11.514,11.514,11.514,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,12.522,12.522,12.522,12.522,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
16226,180,25,13,800,50,15000,0,1,1,1,1,0,1,6.4094,221.11,0.994,8.656,0,496,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
16379,150,20,8,400,250,25000,0,1,1,1,1,0,1,8.6559,193.77,0.988,8.544,1,493,101,101,101,101,8.432,8.432,8.432,8.432,101,101,101,101,11.811,11.811,11.811,11.811,101,101,101,101,101,101,101,101,9.753,9.753,9.753,9.753,10.132,10.132,10.132,10.132,8.549,8.549,8.549,8.549,8.774,8.774,8.774,8.774,7.1,7.1,7.1,7.1,9.815,9.815,9.815,9.815,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,7.221,7.221,7.221,7.221
16401,150,30,13,800,250,25000,0,1,1,1,1,0,1,6.2201,272.47,0.98,8.418,0,489,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,101,101,101,101,20.158,20.158,20.158,20.158,101,101,101,101,101,101,101,101,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,19.528,19.528,19.528,19.528,14.703,14.703,14.703,14.703,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,20.158,20.158,20.158,20.158,101,101,101,101,18.11,18.11,18.11,18.11,18.898,18.898,18.898,18.898,101,101,101,101,20.158,20.158,20.158,20.158
16484,120,25,13,0,250,15000,300,1,1,1,1,0,1,7.0596,208.06,0.998,8.618,0,498,101,101,101,101,13.133,13.133,13.133,13.133,101,101,101,101,17.553,17.553,17.553,17.553,101,101,101,101,101,101,101,101,14.175,14.175,14.175,14.175,14.726,14.726,14.726,14.726,101,101,101,101,101,101,101,101,101,101,101,101,14.463,14.463,14.463,14.463,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
16570,120,30,8,0,250,25000,300,1,1,1,1,0,1,7.7957,235.72,0.998,8.21,0,498,101,101,101,101,17.111,17.111,17.111,17.111,101,101,101,101,22.478,22.478,22.478,22.478,101,101,101,101,101,101,101,101,17.946,17.946,17.946,17.946,18.644,18.644,18.644,18.644,101,101,101,101,101,101,101,101,101,101,101,101,18.494,18.494,18.494,18.494,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,18.173,18.173,18.173,18.173,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
16722,180,30,13,0,400,25000,600,1,1,1,1,0,1,5.4987,363,0.909,6.499,2,449,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
16767,150,25,8,800,50,15000,0,1,0,0,0,1,1,3.0483,160.02,0.998,8.149,1,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.525,8.525,8.525,8.525,8.857,8.857,8.857,8.857,7.279,7.279,7.279,7.279,7.47,7.47,7.47,7.47,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.633,8.633,8.633,8.633,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
17072,120,30,8,0,250,25000,300,1,0,0,0,1,1,2.7412,215.86,0.994,7.405,0,496,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,19.313,19.313,19.313,19.313,101,101,101,101,101,101,101,101,101,101,101,101,19.111,19.111,19.111,19.111,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
17099,150,30,8,0,400,25000,300,1,0,0,0,1,1,2.5829,232.45,0.99,7.509,0,494,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,19.733,19.733,19.733,19.733,20.221,20.221,20.221,20.221,101,101,101,101,101,101,101,101,101,101,101,101,20.248,20.248,20.248,20.248,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
17118,180,30,13,800,400,25000,300,1,0,0,0,1,1,0.34064,318.61,0.967,8.195,2,482,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,32.113,32.113,32.113,32.113,33.362,33.362,33.362,33.362,31.518,31.518,31.518,31.518,32.347,32.347,32.347,32.347,101,101,101,101,33.454,33.454,33.454,33.454,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,32.519,32.519,32.519,32.519,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
17138,150,25,8,0,250,15000,600,1,0,0,0,1,1,2.7605,227.86,0.994,8.164,0,496,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,19.582,19.582,19.582,19.582,101,101,101,101,101,101,101,101,101,101,101,101,19.411,19.411,19.411,19.411,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
17302,120,30,13,800,250,15000,0,1,1,0,0,1,1,6.3047,220.38,1,8.396,0,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,16.329,16.329,16.329,16.329,16.964,16.964,16.964,16.964,15.262,15.262,15.262,15.262,101,101,101,101,101,101,101,101,16.711,16.711,16.711,16.711,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
17346,180,20,13,0,50,25000,0,1,1,0,0,1,1,7.5616,246.49,1,8.401,0,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
17348,150,25,13,0,50,25000,0,1,1,0,0,1,1,7.3986,250.33,0.998,8.421,0,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,19.291,19.291,19.291,19.291,20.079,20.079,20.079,20.079,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,19.528,19.528,19.528,19.528,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
17372,150,30,8,800,50,25000,0,1,1,0,0,1,1,7.6517,244.06,0.996,8.46,0,497,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,17.874,17.874,17.874,17.874,18.583,18.583,18.583,18.583,16.85,16.85,16.85,16.85,17.323,17.323,17.323,17.323,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,18.11,18.11,18.11,18.11,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
17401,120,25,13,400,250,25000,0,1,1,0,0,1,1,7.08,243.76,0.998,8.95,0,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
17408,150,25,8,800,250,25000,0,1,1,0,0,1,1,7.8712,235.45,0.986,8.379,0,492,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,16.299,16.299,16.299,16.299,16.929,16.929,16.929,16.929,15.276,15.276,15.276,15.276,101,101,101,101,101,101,101,101,16.772,16.772,16.772,16.772,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
17446,180,30,13,800,400,25000,0,1,1,0,0,1,1,5.5859,317.01,0.978,8.597,2,488,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
17465,180,30,8,400,50,15000,300,1,1,0,0,1,1,7.2043,242.4,0.996,7.778,0,497,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
17569,180,30,13,0,250,25000,300,1,1,0,0,1,1,5.8491,337.5,0.977,8.343,2,487,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
