design_id,L,B,D,Crane,POB,Power,LWI,MP,Fuel,ROV,DP,PC,DFC,eco_friend,cost,closnesscentrality,betweenesscentrality,modularity_class,outdegree,fpn1,fpn2,fpn3,fpn4,fpn5,fpn6,fpn7,fpn8,fpn9,fpn10,fpn11,fpn12,fpn13,fpn14,fpn15,fpn16,fpn17,fpn18,fpn19,fpn20,fpn21,fpn22,fpn23,fpn24,fpn25,fpn26,fpn27,fpn28,fpn29,fpn30,fpn31,fpn32,fpn33,fpn34,fpn35,fpn36,fpn37,fpn38,fpn39,fpn40,fpn41,fpn42,fpn43,fpn44,fpn45,fpn46,fpn47,fpn48,fpn49,fpn50,fpn51,fpn52,fpn53,fpn54,fpn55,fpn56,fpn57,fpn58,fpn59,fpn60,fpn61,fpn62,fpn63,fpn64,fpn65,fpn66,fpn67,fpn68,fpn69,fpn70,fpn71,fpn72,fpn73,fpn74,fpn75,fpn76,fpn77,fpn78,fpn79,fpn80,fpn81,fpn82,fpn83,fpn84,fpn85,fpn86,fpn87,fpn88,fpn89,fpn90,fpn91,fpn92,fpn93,fpn94,fpn95,fpn96
10300,150,30,13,800,50,15000,0,0,0,0,0,0,1,2.0153,184.03,1,7.653,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,13.134,13.134,13.134,13.134,13.377,13.377,13.377,13.377,12.143,12.143,12.143,12.143,12.463,12.463,12.463,12.463,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,13.169,13.169,13.169,13.169,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
10330,150,25,13,400,250,15000,0,0,0,0,0,0,1,2.6473,158.63,1,7.979,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,9.09,9.09,9.09,9.09,9.444,9.444,9.444,9.444,7.816,7.816,7.816,7.816,8.021,8.021,8.021,8.021,101,101,101,101,9.04,9.04,9.04,9.04,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,9.205,9.205,9.205,9.205,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
10432,120,20,8,0,250,25000,0,0,0,0,0,0,1,4.7319,123.13,1,6.794,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,4.108,4.108,4.108,4.108,4.268,4.268,4.268,4.268,101,101,101,101,101,101,101,101,101,101,101,101,3.889,3.889,3.889,3.889,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
10453,120,25,8,400,250,25000,0,0,0,0,0,0,1,3.9114,142,0.998,6.45,1,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,7.191,7.191,7.191,7.191,7.47,7.47,7.47,7.47,5.889,5.889,5.889,5.889,6.044,6.044,6.044,6.044,101,101,101,101,7.047,7.047,7.047,7.047,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,7.281,7.281,7.281,7.281,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
10465,120,25,8,800,250,25000,0,0,0,0,0,0,1,3.5635,151.42,0.994,8.141,1,496,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.602,8.602,8.602,8.602,8.937,8.937,8.937,8.937,7.388,7.388,7.388,7.388,7.583,7.583,7.583,7.583,101,101,101,101,8.585,8.585,8.585,8.585,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.711,8.711,8.711,8.711,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
10520,120,25,8,0,50,15000,0,1,0,0,0,0,1,3.9639,97.274,1,3.891,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1.975,1.975,1.975,1.975,2.052,2.052,2.052,2.052,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,2,2,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
10564,180,20,8,0,250,15000,0,1,0,0,0,0,1,3.7619,109.93,1,5.211,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0.893,0.893,0.893,0.893,0.928,0.928,0.928,0.928,101,101,101,101,101,101,101,101,101,101,101,101,0.416,0.416,0.416,0.416,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0.904,0.904,0.904,0.904,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
10587,150,30,8,400,250,15000,0,1,0,0,0,0,1,2.9085,133.53,1,5.819,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.33,6.33,6.33,6.33,6.576,6.576,6.576,6.576,5.072,5.072,5.072,5.072,5.205,5.205,5.205,5.205,101,101,101,101,6.224,6.224,6.224,6.224,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.41,6.41,6.41,6.41,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
10661,150,25,13,0,50,25000,0,1,0,0,0,0,1,2.5331,178.1,1,7.547,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,11.997,11.997,11.997,11.997,12.464,12.464,12.464,12.464,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,12.149,12.149,12.149,12.149,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
10696,120,25,8,0,250,25000,0,1,0,0,0,0,1,3.7252,132.58,0.998,6.146,1,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,7.336,7.336,7.336,7.336,7.621,7.621,7.621,7.621,101,101,101,101,101,101,101,101,101,101,101,101,7.245,7.245,7.245,7.245,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,7.429,7.429,7.429,7.429,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
10743,120,30,8,0,400,25000,0,1,0,0,0,0,1,3.1599,144.44,1,6.148,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.521,8.521,8.521,8.521,8.474,8.474,8.474,8.474,101,101,101,101,101,101,101,101,101,101,101,101,8.543,8.543,8.543,8.543,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.481,8.481,8.481,8.481,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
10757,120,25,8,400,400,25000,0,1,0,0,0,0,1,3.1961,144.41,0.996,6.98,1,497,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.489,8.489,8.489,8.489,8.523,8.523,8.523,8.523,7.913,7.913,7.913,7.913,8.122,8.122,8.122,8.122,101,101,101,101,8.502,8.502,8.502,8.502,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
10768,180,30,13,400,400,25000,0,1,0,0,0,0,1,0.9027,235.37,1,9.007,0,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,19.513,19.513,19.513,19.513,20.221,20.221,20.221,20.221,18.61,18.61,18.61,18.61,19.099,19.099,19.099,19.099,101,101,101,101,20.086,20.086,20.086,20.086,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,19.759,19.759,19.759,19.759,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
10788,150,25,13,0,50,15000,300,1,0,0,0,0,1,2.2173,187.73,1,7.47,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,13.477,13.477,13.477,13.477,14,14,14,14,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,13.647,13.647,13.647,13.647,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
10822,150,30,13,0,250,15000,300,1,0,0,0,0,1,1.5156,210.14,1,7.374,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,17.251,17.251,17.251,17.251,17.922,17.922,17.922,17.922,101,101,101,101,101,101,101,101,101,101,101,101,17.733,17.733,17.733,17.733,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,17.469,17.469,17.469,17.469,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
10883,120,25,8,400,50,25000,300,1,0,0,0,0,1,3.144,180.52,0.998,7.614,1,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,13.016,13.016,13.016,13.016,13.522,13.522,13.522,13.522,11.907,11.907,11.907,11.907,12.22,12.22,12.22,12.22,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,13.18,13.18,13.18,13.18,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
10932,180,20,8,0,400,25000,300,1,0,0,0,0,1,3.2404,186.17,0.992,7.627,1,495,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,12.049,12.049,12.049,12.049,12.518,12.518,12.518,12.518,101,101,101,101,101,101,101,101,101,101,101,101,12.225,12.225,12.225,12.225,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
11038,180,25,8,0,250,25000,600,1,0,0,0,0,1,2.5573,239.67,0.986,7.804,0,492,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,18.796,18.796,18.796,18.796,19.527,19.527,19.527,19.527,101,101,101,101,101,101,101,101,101,101,101,101,19.385,19.385,19.385,19.385,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,19.034,19.034,19.034,19.034,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
11040,150,30,8,0,250,25000,600,1,0,0,0,0,1,2.5148,239.67,0.98,6.868,0,489,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,20.488,20.488,20.488,20.488,21.284,21.284,21.284,21.284,101,101,101,101,101,101,101,101,101,101,101,101,21.138,21.138,21.138,21.138,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,20.747,20.747,20.747,20.747,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
11324,150,25,8,800,400,25000,0,0,1,0,0,0,1,8.4069,205.76,0.994,8.535,1,496,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,11.828,11.828,11.828,11.828,12.289,12.289,12.289,12.289,10.65,10.65,10.65,10.65,10.957,10.957,10.957,10.957,101,101,101,101,11.981,11.981,11.981,11.981,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,11.981,11.981,11.981,11.981,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
11360,120,25,13,400,50,15000,0,1,1,0,0,0,1,7.4139,160.3,1,7.411,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.525,8.525,8.525,8.525,8.561,8.561,8.561,8.561,7.297,7.297,7.297,7.297,7.489,7.489,7.489,7.489,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.537,8.537,8.537,8.537,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
11425,120,25,8,0,400,15000,0,1,1,0,0,0,1,8.5594,126.97,0.998,5.716,1,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2.836,2.836,2.836,2.836,2.947,2.947,2.947,2.947,101,101,101,101,101,101,101,101,101,101,101,101,2.478,2.478,2.478,2.478,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
11528,150,20,8,400,250,25000,0,1,1,0,0,0,1,8.7584,182.12,0.998,7.406,1,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.009,8.009,8.009,8.009,8.321,8.321,8.321,8.321,7.06,7.06,7.06,7.06,7.08,7.08,7.08,7.08,101,101,101,101,7.958,7.958,7.958,7.958,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.11,8.11,8.11,8.11,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
11726,180,25,13,0,250,25000,300,1,1,0,0,0,1,6.5621,282.36,0.99,8.803,0,494,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
11794,180,30,8,800,50,15000,600,1,1,0,0,0,1,6.7826,261.44,0.99,8.122,0,494,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
11859,150,30,13,0,250,25000,600,1,1,0,0,0,1,6.2357,324.09,0.982,8.351,0,490,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,101,101,101,101,101,101,101,101,101,101,101,101,20.158,20.158,20.158,20.158,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,20.158,20.158,20.158,20.158,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
11915,180,30,8,400,50,15000,0,0,0,1,0,0,1,3.1211,155.19,1,6.828,1,499,5.175,5.175,5.175,5.175,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,7.914,7.914,7.914,7.914,8.222,8.222,8.222,8.222,6.636,6.636,6.636,6.636,6.811,6.811,6.811,6.811,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.014,8.014,8.014,8.014,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
11978,120,25,8,0,400,15000,0,0,0,1,0,0,1,4.0425,113.59,1,6.236,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2.852,2.852,2.852,2.852,2.963,2.963,2.963,2.963,101,101,101,101,101,101,101,101,101,101,101,101,2.491,2.491,2.491,2.491,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
12156,180,20,13,0,50,15000,0,1,0,1,0,0,1,2.6456,152.86,1,7.503,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,7.679,7.679,7.679,7.679,7.977,7.977,7.977,7.977,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,7.776,7.776,7.776,7.776,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
12171,180,30,8,400,50,15000,0,1,0,1,0,0,1,2.5988,155.19,0.998,6.828,1,498,5.6,5.6,5.6,5.6,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,7.914,7.914,7.914,7.914,8.222,8.222,8.222,8.222,6.636,6.636,6.636,6.636,6.811,6.811,6.811,6.811,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.014,8.014,8.014,8.014,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
12358,180,30,8,800,250,25000,0,1,0,1,0,0,1,2.1763,199.92,0.992,7.483,1,495,12.461,12.461,12.461,12.461,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,14.656,14.656,14.656,14.656,14.929,14.929,14.929,14.929,13.612,13.612,13.612,13.612,13.97,13.97,13.97,13.97,101,101,101,101,14.871,14.871,14.871,14.871,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,14.841,14.841,14.841,14.841,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,11.001,11.001,11.001,11.001
12367,150,25,8,0,400,25000,0,1,0,1,0,0,1,3.4253,157.5,0.996,7.681,1,497,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.159,8.159,8.159,8.159,8.476,8.476,8.476,8.476,101,101,101,101,101,101,101,101,101,101,101,101,8.082,8.082,8.082,8.082,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.262,8.262,8.262,8.262,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
12568,120,25,8,400,400,25000,300,1,0,1,0,0,1,2.7263,196.84,0.984,7.653,1,491,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,16.091,16.091,16.091,16.091,101,101,101,101,101,101,101,101,101,101,101,101,15.919,15.919,15.919,15.919,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
12763,120,25,13,400,250,15000,0,0,1,1,0,0,1,7.7349,174.21,1,8.569,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,9.009,9.009,9.009,9.009,9.359,9.359,9.359,9.359,7.762,7.762,7.762,7.762,7.966,7.966,7.966,7.966,101,101,101,101,8.977,8.977,8.977,8.977,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.28,6.28,6.28,6.28
12767,150,30,13,400,250,15000,0,0,1,1,0,0,1,7.0611,212.6,1,8.051,1,499,11.674,11.674,11.674,11.674,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,13.108,13.108,13.108,13.108,13.108,13.108,13.108,13.108,12.852,12.852,12.852,12.852,13.108,13.108,13.108,13.108,101,101,101,101,13.108,13.108,13.108,13.108,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,13.108,13.108,13.108,13.108,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,12.033,12.033,12.033,12.033
12829,180,30,8,0,50,25000,0,0,1,1,0,0,1,8.3914,218,1,7.272,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
13009,120,30,13,0,250,15000,0,1,1,1,0,0,1,6.9392,180.15,1,7.163,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,10.193,10.193,10.193,10.193,10.589,10.589,10.589,10.589,101,101,101,101,101,101,101,101,101,101,101,101,10.257,10.257,10.257,10.257,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,10.321,10.321,10.321,10.321,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
13078,180,30,13,800,400,15000,0,1,1,1,0,0,1,5.6504,247.46,0.996,8.714,0,497,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394
13111,180,30,13,400,50,25000,0,1,1,1,0,0,1,6.0877,280.57,0.99,8.485,0,494,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
13229,180,25,13,400,50,15000,300,1,1,1,0,0,1,6.4253,251.12,0.996,8.926,0,497,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
13339,180,25,13,0,250,25000,300,1,1,1,0,0,1,6.5155,293.06,0.984,8.682,0,491,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
13709,150,30,8,800,250,25000,0,0,0,0,1,0,1,3.1039,176.46,0.996,7.777,1,497,101,101,101,101,101,101,101,101,101,101,101,101,13.313,13.313,13.313,13.313,101,101,101,101,101,101,101,101,11.263,11.263,11.263,11.263,11.701,11.701,11.701,11.701,10.117,10.117,10.117,10.117,10.383,10.383,10.383,10.383,101,101,101,101,11.4,11.4,11.4,11.4,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,11.406,11.406,11.406,11.406,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
13758,150,20,8,0,50,15000,0,1,0,0,1,0,1,4.284,98.219,1,4.987,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0.534,0.534,0.534,0.534,0.555,0.555,0.555,0.555,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0.541,0.541,0.541,0.541,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
13830,150,25,13,400,250,15000,0,1,0,0,1,0,1,2.0573,160.55,0.998,8.268,1,498,101,101,101,101,101,101,101,101,101,101,101,101,11.295,11.295,11.295,11.295,101,101,101,101,101,101,101,101,9.433,9.433,9.433,9.433,9.748,9.748,9.748,9.748,8.143,8.143,8.143,8.143,8.357,8.357,8.357,8.357,101,101,101,101,9.393,9.393,9.393,9.393,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,9.552,9.552,9.552,9.552,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
13855,120,20,13,0,400,15000,0,1,0,0,1,0,1,2.9268,118.3,1,7.375,1,499,101,101,101,101,101,101,101,101,101,101,101,101,6.307,6.307,6.307,6.307,101,101,101,101,101,101,101,101,101,101,101,101,5.682,5.682,5.682,5.682,101,101,101,101,101,101,101,101,101,101,101,101,5.271,5.271,5.271,5.271,101,101,101,101,101,101,101,101,101,101,101,101,8.488,8.488,8.488,8.488,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
13927,180,30,8,800,50,25000,0,1,0,0,1,0,1,2.331,187.71,0.998,8.357,0,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,12.876,12.876,12.876,12.876,13.377,13.377,13.377,13.377,11.72,11.72,11.72,11.72,12.029,12.029,12.029,12.029,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,13.039,13.039,13.039,13.039,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
13964,150,30,13,400,250,25000,0,1,0,0,1,0,1,1.497,212.23,1,8.546,0,499,101,101,101,101,101,101,101,101,101,101,101,101,21.53,21.53,21.53,21.53,101,101,101,101,101,101,101,101,17.638,17.638,17.638,17.638,18.324,18.324,18.324,18.324,16.645,16.645,16.645,16.645,17.083,17.083,17.083,17.083,101,101,101,101,18.139,18.139,18.139,18.139,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,17.861,17.861,17.861,17.861,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
