design,time,fpn,expedience,variability,average,max_fall,max_rise,range
40,54,4.3299,0.53011,211.42,10.151,-12.339,11.448,13.727
47,54,0.32186,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,54,4.1416,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,54,0.66662,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,54,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,54,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,54,11.14,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,54,11.982,0.57913,485.33,18.476,-29.295,27.655,31.035
79,54,4.1415,0.66748,340.77,10.093,-21.88,20.644,21.88
80,54,13.152,0.65933,272.21,11.964,-18.724,15.748,19.084
94,54,0,0.6748,286.66,6.752,-16.509,16.509,16.509
95,54,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,54,11.397,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,54,3.3145,0.70847,456.68,13.541,-27.651,29.322,30.173
112,54,2.2264,0.74787,463.48,12.868,-31.143,30.541,32.173
127,54,0,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,54,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,54,5.1573,0.5275,212.23,11.393,-12.338,11.931,13.777
175,54,1.0942,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,54,5.5225,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,54,0.34407,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,54,0.27981,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,54,12.949,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,54,14.791,0.5801,501.46,20.752,-29.745,29.26,31.765
207,54,6.4586,0.65242,381.94,12.024,-23.758,22.33,23.758
208,54,16.078,0.65475,296.69,13.983,-19.137,17.23,20.271
222,54,0.3878,0.66278,309.56,8.002,-17.999,17.9,17.999
223,54,1.216,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,54,14.44,0.344,201.18,3.2058,-15.492,16.282,16.282
239,54,3.6007,0.69656,513.61,15.111,-30.241,32.407,33.21
240,54,4.5186,0.72106,523.99,14.969,-33.957,31.725,34.935
255,54,0.55947,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,54,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,54,6.0608,0.52716,214.38,12.574,-12.338,12.338,13.827
303,54,1.8665,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,54,6.9034,0.60541,177.16,10.46,-12.084,12.084,14
318,54,0.88824,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,54,1.45,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,54,14.546,0.36095,268.5,8.307,-14.491,14.524,16.334
328,54,17.599,0.58558,513.05,22.612,-32.025,32.025,32.025
335,54,8.7758,0.6486,411.87,13.768,-24.728,23.384,25.483
336,54,19.004,0.64693,350.06,15.903,-21.837,20.582,22.921
351,54,3.3224,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,54,17.482,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,54,3.854,0.68952,576.9,16.734,-33.305,35.515,36.276
368,54,4.8001,0.69669,581.45,16.796,-36.012,34.853,36.944
383,54,1.0786,0.72065,349.83,8.272,-23.269,22.959,23.406
384,54,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,54,3.4394,0.53011,211.42,10.151,-12.339,11.448,13.727
47,54,0.32186,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,54,4.1416,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,54,0,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,54,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,54,8.96E-05,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,54,11.397,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,54,4.1326,0.57913,485.33,18.476,-29.295,27.655,31.035
79,54,1.6245,0.66748,340.77,10.093,-21.88,20.644,21.88
80,54,4.681,0.65933,272.21,11.964,-18.724,15.748,19.084
94,54,0,0.6748,286.66,6.752,-16.509,16.509,16.509
95,54,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,54,2.9257,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,54,2.4356,0.70847,456.68,13.541,-27.651,29.322,30.173
112,54,1.6244,0.74787,463.48,12.868,-31.143,30.541,32.173
127,54,0,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,54,5.00E-05,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,54,4.7501,0.5275,212.23,11.393,-12.338,11.931,13.777
175,54,1.0942,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,54,5.5225,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,54,0.0077163,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,54,0.27981,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,54,13.504,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,54,6.3193,0.5801,501.46,20.752,-29.745,29.26,31.765
207,54,2.2878,0.65242,381.94,12.024,-23.758,22.33,23.758
208,54,7.1939,0.65475,296.69,13.983,-19.137,17.23,20.271
222,54,0.28908,0.66278,309.56,8.002,-17.999,17.9,17.999
223,54,9.21E-05,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,54,5.9683,0.344,201.18,3.2058,-15.492,16.282,16.282
239,54,2.649,0.69656,513.61,15.111,-30.241,32.407,33.21
240,54,1.86,0.72106,523.99,14.969,-33.957,31.725,34.935
255,54,0.38161,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,54,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,54,6.0608,0.52716,214.38,12.574,-12.338,12.338,13.827
303,54,1.8665,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,54,6.9034,0.60541,177.16,10.46,-12.084,12.084,14
318,54,0.41339,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,54,1.45,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,54,15.61,0.36095,268.5,8.307,-14.491,14.524,16.334
328,54,8.975,0.58558,513.05,22.612,-32.025,32.025,32.025
335,54,3.5832,0.6486,411.87,13.768,-24.728,23.384,25.483
336,54,7.4187,0.64693,350.06,15.903,-21.837,20.582,22.921
351,54,9.21E-05,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,54,6.0355,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,54,2.8379,0.68952,576.9,16.734,-33.305,35.515,36.276
368,54,2.0699,0.69669,581.45,16.796,-36.012,34.853,36.944
383,54,0.7686,0.72065,349.83,8.272,-23.269,22.959,23.406
384,54,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,54,8.6306,0.53011,211.42,10.151,-12.339,11.448,13.727
47,54,3.5985,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,54,5.0321,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,54,2.1708,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,54,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,54,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,54,2.9256,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,54,12.873,0.57913,485.33,18.476,-29.295,27.655,31.035
79,54,5.0321,0.66748,340.77,10.093,-21.88,20.644,21.88
80,54,9.1,0.65933,272.21,11.964,-18.724,15.748,19.084
94,54,5.0613,0.6748,286.66,6.752,-16.509,16.509,16.509
95,54,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,54,0,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,54,12.619,0.70847,456.68,13.541,-27.651,29.322,30.173
112,54,10.815,0.74787,463.48,12.868,-31.143,30.541,32.173
127,54,1.385,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,54,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,54,9.9413,0.5275,212.23,11.393,-12.338,11.931,13.777
175,54,4.3709,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,54,6.4129,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,54,0.84259,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,54,9.86E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,54,5.032,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,54,15.681,0.5801,501.46,20.752,-29.745,29.26,31.765
207,54,7.3492,0.65242,381.94,12.024,-23.758,22.33,23.758
208,54,10.242,0.65475,296.69,13.983,-19.137,17.23,20.271
222,54,6.8401,0.66278,309.56,8.002,-17.999,17.9,17.999
223,54,1.3362,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,54,5.23E-05,0.344,201.18,3.2058,-15.492,16.282,16.282
239,54,13.589,0.69656,513.61,15.111,-30.241,32.407,33.21
240,54,11.886,0.72106,523.99,14.969,-33.957,31.725,34.935
255,54,3.2811,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,54,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,54,11.252,0.52716,214.38,12.574,-12.338,12.338,13.827
303,54,5.1433,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,54,7.7938,0.60541,177.16,10.46,-12.084,12.084,14
318,54,1.6852,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,54,5.23E-05,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,54,7.1385,0.36095,268.5,8.307,-14.491,14.524,16.334
328,54,18.339,0.58558,513.05,22.612,-32.025,32.025,32.025
335,54,9.6662,0.6486,411.87,13.768,-24.728,23.384,25.483
336,54,11.264,0.64693,350.06,15.903,-21.837,20.582,22.921
351,54,2.502,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,54,5.23E-05,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,54,14.448,0.68952,576.9,16.734,-33.305,35.515,36.276
368,54,12.84,0.69669,581.45,16.796,-36.012,34.853,36.944
383,54,5.0405,0.72065,349.83,8.272,-23.269,22.959,23.406
384,54,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,59,4.3299,0.53011,211.42,10.151,-12.339,11.448,13.727
47,59,0.32186,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,59,4.1416,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,59,0,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,59,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,59,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,59,10.869,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,59,5.3611,0.57913,485.33,18.476,-29.295,27.655,31.035
79,59,3.925,0.66748,340.77,10.093,-21.88,20.644,21.88
80,59,4.681,0.65933,272.21,11.964,-18.724,15.748,19.084
94,59,0,0.6748,286.66,6.752,-16.509,16.509,16.509
95,59,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,59,2.9256,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,59,3.5672,0.70847,456.68,13.541,-27.651,29.322,30.173
112,59,2.3961,0.74787,463.48,12.868,-31.143,30.541,32.173
127,59,0,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,59,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,59,5.5504,0.5275,212.23,11.393,-12.338,11.931,13.777
175,59,1.0942,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,59,5.5225,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,59,0.37032,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,59,0.27981,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,59,12.44,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,59,6.3194,0.5801,501.46,20.752,-29.745,29.26,31.765
207,59,4.265,0.65242,381.94,12.024,-23.758,22.33,23.758
208,59,7.6066,0.65475,296.69,13.983,-19.137,17.23,20.271
222,59,0.41729,0.66278,309.56,8.002,-17.999,17.9,17.999
223,59,0.42433,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,59,5.4965,0.344,201.18,3.2058,-15.492,16.282,16.282
239,59,3.8752,0.69656,513.61,15.111,-30.241,32.407,33.21
240,59,4.863,0.72106,523.99,14.969,-33.957,31.725,34.935
255,59,0.60212,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,59,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,59,6.0608,0.52716,214.38,12.574,-12.338,12.338,13.827
303,59,1.8665,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,59,6.9034,0.60541,177.16,10.46,-12.084,12.084,14
318,59,0.95589,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,59,1.45,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,59,14.271,0.36095,268.5,8.307,-14.491,14.524,16.334
328,59,9.1279,0.58558,513.05,22.612,-32.025,32.025,32.025
335,59,4.568,0.6486,411.87,13.768,-24.728,23.384,25.483
336,59,9.6714,0.64693,350.06,15.903,-21.837,20.582,22.921
351,59,0.79448,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,59,5.4965,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,59,4.1479,0.68952,576.9,16.734,-33.305,35.515,36.276
368,59,5.166,0.69669,581.45,16.796,-36.012,34.853,36.944
383,59,1.1608,0.72065,349.83,8.272,-23.269,22.959,23.406
384,59,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,64,5.7424,0.53011,211.42,10.151,-12.339,11.448,13.727
47,64,1.6948,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,64,6.4846,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,64,0,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,64,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,64,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,64,12.116,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,64,7.5125,0.57913,485.33,18.476,-29.295,27.655,31.035
79,64,2.6467,0.66748,340.77,10.093,-21.88,20.644,21.88
80,64,7.5726,0.65933,272.21,11.964,-18.724,15.748,19.084
94,64,0,0.6748,286.66,6.752,-16.509,16.509,16.509
95,64,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,64,4.4985,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,64,2.4584,0.70847,456.68,13.541,-27.651,29.322,30.173
112,64,3.0354,0.74787,463.48,12.868,-31.143,30.541,32.173
127,64,0,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,64,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,64,7.128,0.5275,212.23,11.393,-12.338,11.931,13.777
175,64,2.1104,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,64,7.9444,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,64,0.38933,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,64,5.06E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,64,13.948,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,64,10.481,0.5801,501.46,20.752,-29.745,29.26,31.765
207,64,3.0623,0.65242,381.94,12.024,-23.758,22.33,23.758
208,64,7.8283,0.65475,296.69,13.983,-19.137,17.23,20.271
222,64,0.43393,0.66278,309.56,8.002,-17.999,17.9,17.999
223,64,0.43366,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,64,5.6152,0.344,201.18,3.2058,-15.492,16.282,16.282
239,64,2.8349,0.69656,513.61,15.111,-30.241,32.407,33.21
240,64,3.451,0.72106,523.99,14.969,-33.957,31.725,34.935
255,64,0.51296,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,64,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,64,8.5134,0.52716,214.38,12.574,-12.338,12.338,13.827
303,64,2.4807,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,64,9.4042,0.60541,177.16,10.46,-12.084,12.084,14
318,64,0.72767,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,64,1.046,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,64,15.796,0.36095,268.5,8.307,-14.491,14.524,16.334
328,64,12.037,0.58558,513.05,22.612,-32.025,32.025,32.025
335,64,3.4326,0.6486,411.87,13.768,-24.728,23.384,25.483
336,64,8.2251,0.64693,350.06,15.903,-21.837,20.582,22.921
351,64,0.81243,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,64,5.6152,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,64,3.1682,0.68952,576.9,16.734,-33.305,35.515,36.276
368,64,3.8214,0.69669,581.45,16.796,-36.012,34.853,36.944
383,64,1.0821,0.72065,349.83,8.272,-23.269,22.959,23.406
384,64,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,66,5.7424,0.53011,211.42,10.151,-12.339,11.448,13.727
47,66,0.5939,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,66,6.4846,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,66,0,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,66,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,66,9.25E-05,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,66,13.165,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,66,7.5125,0.57913,485.33,18.476,-29.295,27.655,31.035
79,66,2.2832,0.66748,340.77,10.093,-21.88,20.644,21.88
80,66,6.0355,0.65933,272.21,11.964,-18.724,15.748,19.084
94,66,0,0.6748,286.66,6.752,-16.509,16.509,16.509
95,66,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,66,4.4985,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,66,1.5854,0.70847,456.68,13.541,-27.651,29.322,30.173
112,66,0.59389,0.74787,463.48,12.868,-31.143,30.541,32.173
127,66,0,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,66,5.00E-05,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,66,7.128,0.5275,212.23,11.393,-12.338,11.931,13.777
175,66,0.88185,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,66,7.9444,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,66,6.01E-05,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,66,5.06E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,66,15.293,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,66,8.8237,0.5801,501.46,20.752,-29.745,29.26,31.765
207,66,2.5711,0.65242,381.94,12.024,-23.758,22.33,23.758
208,66,6.0598,0.65475,296.69,13.983,-19.137,17.23,20.271
222,66,0.30063,0.66278,309.56,8.002,-17.999,17.9,17.999
223,66,9.21E-05,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,66,6.0355,0.344,201.18,3.2058,-15.492,16.282,16.282
239,66,1.8462,0.69656,513.61,15.111,-30.241,32.407,33.21
240,66,0.8818,0.72106,523.99,14.969,-33.957,31.725,34.935
255,66,0.23766,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,66,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,66,8.5134,0.52716,214.38,12.574,-12.338,12.338,13.827
303,66,1.1384,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,66,9.4042,0.60541,177.16,10.46,-12.084,12.084,14
318,66,6.62E-05,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,66,1.046,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,66,17.42,0.36095,268.5,8.307,-14.491,14.524,16.334
328,66,8.975,0.58558,513.05,22.612,-32.025,32.025,32.025
335,66,2.8276,0.6486,411.87,13.768,-24.728,23.384,25.483
336,66,6.3346,0.64693,350.06,15.903,-21.837,20.582,22.921
351,66,9.21E-05,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,66,6.0355,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,66,2.0771,0.68952,576.9,16.734,-33.305,35.515,36.276
368,66,1.1383,0.69669,581.45,16.796,-36.012,34.853,36.944
383,66,0.63193,0.72065,349.83,8.272,-23.269,22.959,23.406
384,66,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,66,12.011,0.53011,211.42,10.151,-12.339,11.448,13.727
47,66,1.8219,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,66,4.2027,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,66,2.1683,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,66,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,66,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,66,4.4985,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,66,17.409,0.57913,485.33,18.476,-29.295,27.655,31.035
79,66,7.7149,0.66748,340.77,10.093,-21.88,20.644,21.88
80,66,4.9404,0.65933,272.21,11.964,-18.724,15.748,19.084
94,66,4.8584,0.6748,286.66,6.752,-16.509,16.509,16.509
95,66,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,66,0,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,66,9.413,0.70847,456.68,13.541,-27.651,29.322,30.173
112,66,6.1299,0.74787,463.48,12.868,-31.143,30.541,32.173
127,66,1.6706,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,66,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,66,13.258,0.5275,212.23,11.393,-12.338,11.931,13.777
175,66,2.6383,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,66,4.9922,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,66,0.79178,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,66,5.06E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,66,6.6263,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,66,18.311,0.5801,501.46,20.752,-29.745,29.26,31.765
207,66,9.6443,0.65242,381.94,12.024,-23.758,22.33,23.758
208,66,6.97,0.65475,296.69,13.983,-19.137,17.23,20.271
222,66,6.6398,0.66278,309.56,8.002,-17.999,17.9,17.999
223,66,1.3658,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,66,5.23E-05,0.344,201.18,3.2058,-15.492,16.282,16.282
239,66,10.599,0.69656,513.61,15.111,-30.241,32.407,33.21
240,66,8.3335,0.72106,523.99,14.969,-33.957,31.725,34.935
255,66,3.2859,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,66,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,66,13.981,0.52716,214.38,12.574,-12.338,12.338,13.827
303,66,3.4549,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,66,5.7015,0.60541,177.16,10.46,-12.084,12.084,14
318,66,1.5835,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,66,5.23E-05,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,66,8.7541,0.36095,268.5,8.307,-14.491,14.524,16.334
328,66,18.999,0.58558,513.05,22.612,-32.025,32.025,32.025
335,66,10.811,0.6486,411.87,13.768,-24.728,23.384,25.483
336,66,8.2196,0.64693,350.06,15.903,-21.837,20.582,22.921
351,66,2.5586,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,66,5.23E-05,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,66,11.648,0.68952,576.9,16.734,-33.305,35.515,36.276
368,66,12.035,0.69669,581.45,16.796,-36.012,34.853,36.944
383,66,5.0784,0.72065,349.83,8.272,-23.269,22.959,23.406
384,66,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,67,5.7424,0.53011,211.42,10.151,-12.339,11.448,13.727
47,67,1.6948,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,67,6.4846,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,67,0,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,67,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,67,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,67,12.116,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,67,7.5125,0.57913,485.33,18.476,-29.295,27.655,31.035
79,67,2.6467,0.66748,340.77,10.093,-21.88,20.644,21.88
80,67,7.5726,0.65933,272.21,11.964,-18.724,15.748,19.084
94,67,0,0.6748,286.66,6.752,-16.509,16.509,16.509
95,67,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,67,4.4985,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,67,2.4584,0.70847,456.68,13.541,-27.651,29.322,30.173
112,67,3.0354,0.74787,463.48,12.868,-31.143,30.541,32.173
127,67,0,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,67,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,67,7.128,0.5275,212.23,11.393,-12.338,11.931,13.777
175,67,2.1104,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,67,7.9444,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,67,0.38933,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,67,5.06E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,67,13.948,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,67,10.481,0.5801,501.46,20.752,-29.745,29.26,31.765
207,67,3.0623,0.65242,381.94,12.024,-23.758,22.33,23.758
208,67,7.8283,0.65475,296.69,13.983,-19.137,17.23,20.271
222,67,0.43393,0.66278,309.56,8.002,-17.999,17.9,17.999
223,67,0.43366,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,67,5.6152,0.344,201.18,3.2058,-15.492,16.282,16.282
239,67,2.8349,0.69656,513.61,15.111,-30.241,32.407,33.21
240,67,3.451,0.72106,523.99,14.969,-33.957,31.725,34.935
255,67,0.51296,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,67,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,67,8.5134,0.52716,214.38,12.574,-12.338,12.338,13.827
303,67,2.4807,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,67,9.4042,0.60541,177.16,10.46,-12.084,12.084,14
318,67,0.72767,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,67,1.046,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,67,15.796,0.36095,268.5,8.307,-14.491,14.524,16.334
328,67,12.037,0.58558,513.05,22.612,-32.025,32.025,32.025
335,67,3.4326,0.6486,411.87,13.768,-24.728,23.384,25.483
336,67,8.2251,0.64693,350.06,15.903,-21.837,20.582,22.921
351,67,0.81243,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,67,5.6152,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,67,3.1682,0.68952,576.9,16.734,-33.305,35.515,36.276
368,67,3.8214,0.69669,581.45,16.796,-36.012,34.853,36.944
383,67,1.0821,0.72065,349.83,8.272,-23.269,22.959,23.406
384,67,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,69,5.7424,0.53011,211.42,10.151,-12.339,11.448,13.727
