design,time,fpn,expedience,variability,average,max_fall,max_rise,range
47,107,8.3616,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,107,12.692,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,107,5.4971,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,107,6.2242,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,107,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,107,1.0858,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,107,35.808,0.57913,485.33,18.476,-29.295,27.655,31.035
79,107,18.895,0.66748,340.77,10.093,-21.88,20.644,21.88
80,107,17.35,0.65933,272.21,11.964,-18.724,15.748,19.084
94,107,16.689,0.6748,286.66,6.752,-16.509,16.509,16.509
95,107,4.5354,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,107,0,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,107,27.508,0.70847,456.68,13.541,-27.651,29.322,30.173
112,107,23.238,0.74787,463.48,12.868,-31.143,30.541,32.173
127,107,14.473,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,107,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,107,20.189,0.5275,212.23,11.393,-12.338,11.931,13.777
175,107,9.178,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,107,14.566,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,107,7.3314,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,107,6.63E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,107,1.0858,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,107,38.777,0.5801,501.46,20.752,-29.745,29.26,31.765
207,107,22.003,0.65242,381.94,12.024,-23.758,22.33,23.758
208,107,19.261,0.65475,296.69,13.983,-19.137,17.23,20.271
222,107,18.471,0.66278,309.56,8.002,-17.999,17.9,17.999
223,107,7.7777,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,107,6.63E-05,0.344,201.18,3.2058,-15.492,16.282,16.282
239,107,30.947,0.69656,513.61,15.111,-30.241,32.407,33.21
240,107,26.346,0.72106,523.99,14.969,-33.957,31.725,34.935
255,107,18.308,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,107,1.9358,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,107,21.575,0.52716,214.38,12.574,-12.338,12.338,13.827
303,107,9.9945,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,107,16.25,0.60541,177.16,10.46,-12.084,12.084,14
318,107,8.1231,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,107,6.63E-05,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,107,1.0858,0.36095,268.5,8.307,-14.491,14.524,16.334
328,107,41.547,0.58558,513.05,22.612,-32.025,32.025,32.025
335,107,24.772,0.6486,411.87,13.768,-24.728,23.384,25.483
336,107,22.228,0.64693,350.06,15.903,-21.837,20.582,22.921
351,107,10.609,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,107,6.63E-05,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,107,34.386,0.68952,576.9,16.734,-33.305,35.515,36.276
368,107,29.115,0.69669,581.45,16.796,-36.012,34.853,36.944
383,107,22.563,0.72065,349.83,8.272,-23.269,22.959,23.406
384,107,4.0582,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,107,5.7424,0.53011,211.42,10.151,-12.339,11.448,13.727
47,107,1.5747,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,107,6.4846,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,107,0.12055,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,107,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,107,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,107,12.613,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,107,16.179,0.57913,485.33,18.476,-29.295,27.655,31.035
79,107,6.4847,0.66748,340.77,10.093,-21.88,20.644,21.88
80,107,17.416,0.65933,272.21,11.964,-18.724,15.748,19.084
94,107,0,0.6748,286.66,6.752,-16.509,16.509,16.509
95,107,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,107,13.165,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,107,2.2842,0.70847,456.68,13.541,-27.651,29.322,30.173
112,107,2.8204,0.74787,463.48,12.868,-31.143,30.541,32.173
127,107,0,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,107,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,107,7.128,0.5275,212.23,11.393,-12.338,11.931,13.777
175,107,1.9609,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,107,7.9444,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,107,0.36173,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,107,5.06E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,107,14.234,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,107,19.148,0.5801,501.46,20.752,-29.745,29.26,31.765
207,107,8.9341,0.65242,381.94,12.024,-23.758,22.33,23.758
208,107,20.288,0.65475,296.69,13.983,-19.137,17.23,20.271
222,107,0.40319,0.66278,309.56,8.002,-17.999,17.9,17.999
223,107,0.89756,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,107,16.282,0.344,201.18,3.2058,-15.492,16.282,16.282
239,107,2.6341,0.69656,513.61,15.111,-30.241,32.407,33.21
240,107,3.2066,0.72106,523.99,14.969,-33.957,31.725,34.935
255,107,0.47663,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,107,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,107,8.5134,0.52716,214.38,12.574,-12.338,12.338,13.827
303,107,2.305,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,107,9.4042,0.60541,177.16,10.46,-12.084,12.084,14
318,107,0.67611,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,107,1.046,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,107,16.362,0.36095,268.5,8.307,-14.491,14.524,16.334
328,107,22.117,0.58558,513.05,22.612,-32.025,32.025,32.025
335,107,11.383,0.6486,411.87,13.768,-24.728,23.384,25.483
336,107,22.543,0.64693,350.06,15.903,-21.837,20.582,22.921
351,107,3.0253,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,107,18.789,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,107,2.9438,0.68952,576.9,16.734,-33.305,35.515,36.276
368,107,3.5507,0.69669,581.45,16.796,-36.012,34.853,36.944
383,107,1.0055,0.72065,349.83,8.272,-23.269,22.959,23.406
384,107,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,109,5.7424,0.53011,211.42,10.151,-12.339,11.448,13.727
47,109,0.5939,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,109,6.4846,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,109,0,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,109,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,109,9.25E-05,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,109,13.165,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,109,7.5125,0.57913,485.33,18.476,-29.295,27.655,31.035
79,109,2.2832,0.66748,340.77,10.093,-21.88,20.644,21.88
80,109,6.0355,0.65933,272.21,11.964,-18.724,15.748,19.084
94,109,0,0.6748,286.66,6.752,-16.509,16.509,16.509
95,109,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,109,4.4985,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,109,1.5854,0.70847,456.68,13.541,-27.651,29.322,30.173
112,109,0.59389,0.74787,463.48,12.868,-31.143,30.541,32.173
127,109,0,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,109,5.00E-05,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,109,7.128,0.5275,212.23,11.393,-12.338,11.931,13.777
175,109,0.88185,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,109,7.9444,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,109,6.01E-05,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,109,5.06E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,109,15.293,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,109,8.8237,0.5801,501.46,20.752,-29.745,29.26,31.765
207,109,2.5711,0.65242,381.94,12.024,-23.758,22.33,23.758
208,109,6.0598,0.65475,296.69,13.983,-19.137,17.23,20.271
222,109,0.30063,0.66278,309.56,8.002,-17.999,17.9,17.999
223,109,9.21E-05,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,109,6.0355,0.344,201.18,3.2058,-15.492,16.282,16.282
239,109,1.8462,0.69656,513.61,15.111,-30.241,32.407,33.21
240,109,0.8818,0.72106,523.99,14.969,-33.957,31.725,34.935
255,109,0.23766,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,109,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,109,8.5134,0.52716,214.38,12.574,-12.338,12.338,13.827
303,109,1.1384,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,109,9.4042,0.60541,177.16,10.46,-12.084,12.084,14
318,109,6.62E-05,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,109,1.046,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,109,17.42,0.36095,268.5,8.307,-14.491,14.524,16.334
328,109,8.975,0.58558,513.05,22.612,-32.025,32.025,32.025
335,109,2.8276,0.6486,411.87,13.768,-24.728,23.384,25.483
336,109,6.3346,0.64693,350.06,15.903,-21.837,20.582,22.921
351,109,9.21E-05,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,109,6.0355,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,109,2.0771,0.68952,576.9,16.734,-33.305,35.515,36.276
368,109,1.1383,0.69669,581.45,16.796,-36.012,34.853,36.944
383,109,0.63193,0.72065,349.83,8.272,-23.269,22.959,23.406
384,109,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,110,17.166,0.53011,211.42,10.151,-12.339,11.448,13.727
47,110,5.4253,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,110,7.3519,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,110,4.0978,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,110,1.3864,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,110,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,110,3.8581,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,110,35.168,0.57913,485.33,18.476,-29.295,27.655,31.035
79,110,15.446,0.66748,340.77,10.093,-21.88,20.644,21.88
80,110,8.6423,0.65933,272.21,11.964,-18.724,15.748,19.084
94,110,15.09,0.6748,286.66,6.752,-16.509,16.509,16.509
95,110,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,110,0,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,110,27.016,0.70847,456.68,13.541,-27.651,29.322,30.173
112,110,17.304,0.74787,463.48,12.868,-31.143,30.541,32.173
127,110,6.9223,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,110,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,110,18.527,0.5275,212.23,11.393,-12.338,11.931,13.777
175,110,7.2655,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,110,8.733,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,110,3.531,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,110,6.10E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,110,3.8581,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,110,38.084,0.5801,501.46,20.752,-29.745,29.26,31.765
207,110,19.702,0.65242,381.94,12.024,-23.758,22.33,23.758
208,110,10.243,0.65475,296.69,13.983,-19.137,17.23,20.271
222,110,16.839,0.66278,309.56,8.002,-17.999,17.9,17.999
223,110,2.0898,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,110,6.10E-05,0.344,201.18,3.2058,-15.492,16.282,16.282
239,110,30.394,0.69656,513.61,15.111,-30.241,32.407,33.21
240,110,21.884,0.72106,523.99,14.969,-33.957,31.725,34.935
255,110,11.638,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,110,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,110,19.888,0.52716,214.38,12.574,-12.338,12.338,13.827
303,110,8.0674,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,110,9.9737,0.60541,177.16,10.46,-12.084,12.084,14
318,110,4.9571,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,110,6.10E-05,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,110,3.8581,0.36095,268.5,8.307,-14.491,14.524,16.334
328,110,41,0.58558,513.05,22.612,-32.025,32.025,32.025
335,110,22.108,0.6486,411.87,13.768,-24.728,23.384,25.483
336,110,14.615,0.64693,350.06,15.903,-21.837,20.582,22.921
351,110,4.1795,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,110,6.10E-05,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,110,33.772,0.68952,576.9,16.734,-33.305,35.515,36.276
368,110,25.964,0.69669,581.45,16.796,-36.012,34.853,36.944
383,110,15.843,0.72065,349.83,8.272,-23.269,22.959,23.406
384,110,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,112,12.011,0.53011,211.42,10.151,-12.339,11.448,13.727
47,112,1.8219,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,112,4.2027,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,112,2.1683,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,112,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,112,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,112,4.4985,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,112,17.409,0.57913,485.33,18.476,-29.295,27.655,31.035
79,112,7.7149,0.66748,340.77,10.093,-21.88,20.644,21.88
80,112,4.9404,0.65933,272.21,11.964,-18.724,15.748,19.084
94,112,4.8584,0.6748,286.66,6.752,-16.509,16.509,16.509
95,112,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,112,0,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,112,9.413,0.70847,456.68,13.541,-27.651,29.322,30.173
112,112,6.1299,0.74787,463.48,12.868,-31.143,30.541,32.173
127,112,1.6706,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,112,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,112,13.258,0.5275,212.23,11.393,-12.338,11.931,13.777
175,112,2.6383,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,112,4.9922,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,112,0.79178,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,112,5.06E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,112,6.6263,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,112,18.311,0.5801,501.46,20.752,-29.745,29.26,31.765
207,112,9.6443,0.65242,381.94,12.024,-23.758,22.33,23.758
208,112,6.97,0.65475,296.69,13.983,-19.137,17.23,20.271
222,112,6.6398,0.66278,309.56,8.002,-17.999,17.9,17.999
223,112,1.3658,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,112,5.23E-05,0.344,201.18,3.2058,-15.492,16.282,16.282
239,112,10.599,0.69656,513.61,15.111,-30.241,32.407,33.21
240,112,8.3335,0.72106,523.99,14.969,-33.957,31.725,34.935
255,112,3.2859,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,112,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,112,13.981,0.52716,214.38,12.574,-12.338,12.338,13.827
303,112,3.4549,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,112,5.7015,0.60541,177.16,10.46,-12.084,12.084,14
318,112,1.5835,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,112,5.23E-05,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,112,8.7541,0.36095,268.5,8.307,-14.491,14.524,16.334
328,112,18.999,0.58558,513.05,22.612,-32.025,32.025,32.025
335,112,10.811,0.6486,411.87,13.768,-24.728,23.384,25.483
336,112,8.2196,0.64693,350.06,15.903,-21.837,20.582,22.921
351,112,2.5586,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,112,5.23E-05,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,112,11.648,0.68952,576.9,16.734,-33.305,35.515,36.276
368,112,12.035,0.69669,581.45,16.796,-36.012,34.853,36.944
383,112,5.0784,0.72065,349.83,8.272,-23.269,22.959,23.406
384,112,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,114,13.269,0.53011,211.42,10.151,-12.339,11.448,13.727
47,114,2.9188,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,114,7.8368,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,114,1.2944,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,114,1.0682,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,114,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,114,4.7581,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,114,17.873,0.57913,485.33,18.476,-29.295,27.655,31.035
79,114,8.0253,0.66748,340.77,10.093,-21.88,20.644,21.88
80,114,11.7,0.65933,272.21,11.964,-18.724,15.748,19.084
94,114,4.9352,0.6748,286.66,6.752,-16.509,16.509,16.509
95,114,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,114,0,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,114,8.0253,0.70847,456.68,13.541,-27.651,29.322,30.173
112,114,14.371,0.74787,463.48,12.868,-31.143,30.541,32.173
127,114,0.18854,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,114,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,114,14.676,0.5275,212.23,11.393,-12.338,11.931,13.777
175,114,3.7483,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,114,9.3197,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,114,1.8724,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,114,0.76774,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,114,6.9195,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,114,20.7,0.5801,501.46,20.752,-29.745,29.26,31.765
207,114,10.513,0.65242,381.94,12.024,-23.758,22.33,23.758
208,114,13.412,0.65475,296.69,13.983,-19.137,17.23,20.271
222,114,6.7447,0.66278,309.56,8.002,-17.999,17.9,17.999
223,114,2.1615,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,114,0.79008,0.344,201.18,3.2058,-15.492,16.282,16.282
239,114,11.519,0.69656,513.61,15.111,-30.241,32.407,33.21
240,114,18.518,0.72106,523.99,14.969,-33.957,31.725,34.935
255,114,3.3552,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,114,3.0375,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,114,16.084,0.52716,214.38,12.574,-12.338,12.338,13.827
303,114,4.5776,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,114,10.802,0.60541,177.16,10.46,-12.084,12.084,14
318,114,2.6766,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,114,1.4474,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,114,8.8924,0.36095,268.5,8.307,-14.491,14.524,16.334
328,114,21.259,0.58558,513.05,22.612,-32.025,32.025,32.025
335,114,13.002,0.6486,411.87,13.768,-24.728,23.384,25.483
336,114,15.359,0.64693,350.06,15.903,-21.837,20.582,22.921
351,114,4.5113,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,114,1.4908,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,114,15.012,0.68952,576.9,16.734,-33.305,35.515,36.276
368,114,21.672,0.69669,581.45,16.796,-36.012,34.853,36.944
383,114,6.522,0.72065,349.83,8.272,-23.269,22.959,23.406
384,114,6.2134,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,117,5.7424,0.53011,211.42,10.151,-12.339,11.448,13.727
47,117,0.5939,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,117,6.4846,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,117,0,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,117,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,117,9.25E-05,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,117,13.165,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,117,7.5125,0.57913,485.33,18.476,-29.295,27.655,31.035
79,117,2.2832,0.66748,340.77,10.093,-21.88,20.644,21.88
80,117,6.0355,0.65933,272.21,11.964,-18.724,15.748,19.084
94,117,0,0.6748,286.66,6.752,-16.509,16.509,16.509
95,117,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,117,4.4985,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,117,1.5854,0.70847,456.68,13.541,-27.651,29.322,30.173
112,117,0.59389,0.74787,463.48,12.868,-31.143,30.541,32.173
127,117,0,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,117,5.00E-05,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,117,7.128,0.5275,212.23,11.393,-12.338,11.931,13.777
175,117,0.88185,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,117,7.9444,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,117,6.01E-05,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,117,5.06E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,117,15.293,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,117,8.8237,0.5801,501.46,20.752,-29.745,29.26,31.765
207,117,2.5711,0.65242,381.94,12.024,-23.758,22.33,23.758
208,117,6.0598,0.65475,296.69,13.983,-19.137,17.23,20.271
222,117,0.30063,0.66278,309.56,8.002,-17.999,17.9,17.999
223,117,9.21E-05,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,117,6.0355,0.344,201.18,3.2058,-15.492,16.282,16.282
239,117,1.8462,0.69656,513.61,15.111,-30.241,32.407,33.21
240,117,0.8818,0.72106,523.99,14.969,-33.957,31.725,34.935
255,117,0.23766,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,117,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,117,8.5134,0.52716,214.38,12.574,-12.338,12.338,13.827
303,117,1.1384,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,117,9.4042,0.60541,177.16,10.46,-12.084,12.084,14
318,117,6.62E-05,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,117,1.046,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,117,17.42,0.36095,268.5,8.307,-14.491,14.524,16.334
328,117,8.975,0.58558,513.05,22.612,-32.025,32.025,32.025
335,117,2.8276,0.6486,411.87,13.768,-24.728,23.384,25.483
336,117,6.3346,0.64693,350.06,15.903,-21.837,20.582,22.921
351,117,9.21E-05,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,117,6.0355,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,117,2.0771,0.68952,576.9,16.734,-33.305,35.515,36.276
368,117,1.1383,0.69669,581.45,16.796,-36.012,34.853,36.944
383,117,0.63193,0.72065,349.83,8.272,-23.269,22.959,23.406
384,117,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,119,5.7424,0.53011,211.42,10.151,-12.339,11.448,13.727
47,119,1.5747,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,119,6.4846,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,119,0.12055,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,119,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,119,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,119,12.613,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,119,16.179,0.57913,485.33,18.476,-29.295,27.655,31.035
79,119,6.4847,0.66748,340.77,10.093,-21.88,20.644,21.88
80,119,17.416,0.65933,272.21,11.964,-18.724,15.748,19.084
94,119,0,0.6748,286.66,6.752,-16.509,16.509,16.509
95,119,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,119,13.165,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,119,2.2842,0.70847,456.68,13.541,-27.651,29.322,30.173
112,119,2.8204,0.74787,463.48,12.868,-31.143,30.541,32.173
127,119,0,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,119,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,119,7.128,0.5275,212.23,11.393,-12.338,11.931,13.777
175,119,1.9609,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,119,7.9444,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,119,0.36173,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,119,5.06E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,119,14.234,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,119,19.148,0.5801,501.46,20.752,-29.745,29.26,31.765
207,119,8.9341,0.65242,381.94,12.024,-23.758,22.33,23.758
208,119,20.288,0.65475,296.69,13.983,-19.137,17.23,20.271
222,119,0.40319,0.66278,309.56,8.002,-17.999,17.9,17.999
223,119,0.89756,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,119,16.282,0.344,201.18,3.2058,-15.492,16.282,16.282
239,119,2.6341,0.69656,513.61,15.111,-30.241,32.407,33.21
240,119,3.2066,0.72106,523.99,14.969,-33.957,31.725,34.935
255,119,0.47663,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,119,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,119,8.5134,0.52716,214.38,12.574,-12.338,12.338,13.827
303,119,2.305,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,119,9.4042,0.60541,177.16,10.46,-12.084,12.084,14
318,119,0.67611,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,119,1.046,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,119,16.362,0.36095,268.5,8.307,-14.491,14.524,16.334
328,119,22.117,0.58558,513.05,22.612,-32.025,32.025,32.025
335,119,11.383,0.6486,411.87,13.768,-24.728,23.384,25.483
336,119,22.543,0.64693,350.06,15.903,-21.837,20.582,22.921
351,119,3.0253,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,119,18.789,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,119,2.9438,0.68952,576.9,16.734,-33.305,35.515,36.276
368,119,3.5507,0.69669,581.45,16.796,-36.012,34.853,36.944
383,119,1.0055,0.72065,349.83,8.272,-23.269,22.959,23.406
384,119,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,119,17.166,0.53011,211.42,10.151,-12.339,11.448,13.727
47,119,5.4253,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
