,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240
229,85,85,85,85,75,141.02,358.86,981.26,160.05,160.18,160.53,161.06,152.11,221.3,451.46,1109.1,85,85,85,85,75,141.02,358.86,981.26,160.05,160.18,160.53,161.06,152.11,221.3,451.46,1109.1,85,85,85,85,75,302.84,925.24,1547.6,160.18,160.53,161.06,162.11,155.28,395.44,1053,1710.6,10,10,10,10,0,227.84,850.24,1472.6,85.176,85.528,86.056,87.112,80.28,320.44,978.04,1635.6
230,85,85,85,85,85,75,302.84,925.24,160.05,160.18,160.53,161.06,162.11,155.28,395.44,1053,85,85,85,85,85,75,302.84,925.24,160.05,160.18,160.53,161.06,162.11,155.28,395.44,1053,85,85,85,85,85,75,707.4,1329.8,160.18,160.53,161.06,162.11,165.28,167.6,835.2,1492.8,10,10,10,10,10,0,632.4,1254.8,85.176,85.528,86.056,87.112,90.28,92.6,760.2,1417.8
231,85,85,85,85,85,85,75,707.4,160.05,160.18,160.53,161.06,162.11,165.28,167.6,835.2,85,85,85,85,85,85,75,707.4,160.05,160.18,160.53,161.06,162.11,165.28,167.6,835.2,85,85,85,85,85,85,75,707.4,160.18,160.53,161.06,162.11,165.28,177.6,202.8,870.4,10,10,10,10,10,10,0,632.4,85.176,85.528,86.056,87.112,90.28,102.6,127.8,795.4
232,85,85,85,85,85,85,85,75,160.05,160.18,160.53,161.06,162.11,165.28,177.6,202.8,85,85,85,85,85,85,85,75,160.05,160.18,160.53,161.06,162.11,165.28,177.6,202.8,85,85,85,85,85,85,85,75,160.18,160.53,161.06,162.11,165.28,177.6,212.8,238,10,10,10,10,10,10,10,0,85.176,85.528,86.056,87.112,90.28,102.6,137.8,163
233,150,162.18,168.4,177.74,196.41,252.43,470.27,1092.7,75,87.302,93.878,103.74,123.47,182.65,412.81,1070.4,150,162.18,168.4,177.74,196.41,252.43,470.27,1092.7,75,87.302,93.878,103.74,123.47,182.65,412.81,1070.4,150,166.22,175.56,194.23,250.25,468.09,1090.5,1712.9,75,91.576,101.44,121.17,180.35,410.51,1068.1,1725.7,75,91.224,100.56,119.23,175.25,393.09,1015.5,1637.9,0,16.576,26.44,46.168,105.35,335.51,993.11,1650.7
234,160,150,166.22,175.56,194.23,250.25,468.09,1090.5,85,75,91.576,101.44,121.17,180.35,410.51,1068.1,160,150,166.22,175.56,194.23,250.25,468.09,1090.5,85,75,91.576,101.44,121.17,180.35,410.51,1068.1,160,150,169.34,188.01,244.02,461.86,1084.3,1706.7,85,75,94.864,114.59,173.78,403.94,1061.5,1719.1,85,75,94.336,113.01,169.02,386.86,1009.3,1631.7,10,0,19.864,39.592,98.776,328.94,986.54,1644.1
235,160,160,150,169.34,188.01,244.02,461.86,1084.3,85,85,75,94.864,114.59,173.78,403.94,1061.5,160,160,150,169.34,188.01,244.02,461.86,1084.3,85,85,75,94.864,114.59,173.78,403.94,1061.5,160,160,150,178.67,234.69,452.53,1074.9,1697.3,85,85,75,104.73,163.91,394.07,1051.7,1709.3,85,85,75,103.67,159.69,377.53,999.93,1622.3,10,10,0,29.728,88.912,319.07,976.67,1634.3
236,160,160,160,150,178.67,234.69,452.53,1074.9,85,85,85,75,104.73,163.91,394.07,1051.7,160,160,160,150,178.67,234.69,452.53,1074.9,85,85,85,75,104.73,163.91,394.07,1051.7,160,160,160,150,216.02,433.86,1056.3,1678.7,85,85,85,75,144.18,374.34,1031.9,1689.5,85,85,85,75,141.02,358.86,981.26,1603.7,10,10,10,0,69.184,299.34,956.94,1614.5
237,160,160,160,160,150,216.02,433.86,1056.3,85,85,85,85,75,144.18,374.34,1031.9,160,160,160,160,150,216.02,433.86,1056.3,85,85,85,85,75,144.18,374.34,1031.9,160,160,160,160,150,377.84,1000.2,1622.6,85,85,85,85,75,315.16,972.76,1630.4,85,85,85,85,75,302.84,925.24,1547.6,10,10,10,10,0,240.16,897.76,1555.4
238,160,160,160,160,160,150,377.84,1000.2,85,85,85,85,85,75,315.16,972.76,160,160,160,160,160,150,377.84,1000.2,85,85,85,85,85,75,315.16,972.76,160,160,160,160,160,150,782.4,1404.8,85,85,85,85,85,75,742.6,1400.2,85,85,85,85,85,75,707.4,1329.8,10,10,10,10,10,0,667.6,1325.2
239,160,160,160,160,160,160,150,782.4,85,85,85,85,85,85,75,742.6,160,160,160,160,160,160,150,782.4,85,85,85,85,85,85,75,742.6,160,160,160,160,160,160,150,782.4,85,85,85,85,85,85,75,742.6,85,85,85,85,85,85,75,707.4,10,10,10,10,10,10,0,667.6
240,160,160,160,160,160,160,160,150,85,85,85,85,85,85,85,75,160,160,160,160,160,160,160,150,85,85,85,85,85,85,85,75,160,160,160,160,160,160,160,150,85,85,85,85,85,85,85,75,85,85,85,85,85,85,85,75,10,10,10,10,10,10,10,0
