design_id,weight,pax,cargo,lio_depth,lio_type,pwr_source,prop_type,mod,combine_score,msn1_score,msn2_score,msn3_score,cost,range,max_speed,endurance_speed,fpn,fpn1,fpn2,fpn3
1892,30000,4,50,20,2,2,1,800,0.632,0.714,0.857,0.556,33,156,16,5,47.66,34.87,24.03,39.64
1893,30000,4,50,20,2,2,1,150,0.632,0.571,0.714,0.333,30,184,17,6,41.33,37.58,31.14,45.76
1894,30000,4,50,20,2,2,2,300,0.790,0.857,0.857,0.667,33,222,18,7,30.99,17.76,24.03,31.88
1896,30000,4,50,20,2,2,2,150,0.632,0.714,0.714,0.333,30,230,18,7,41.33,24.87,31.14,45.76
1897,30000,4,50,20,3,1,1,300,0.790,0.857,1.000,0.667,23,230,10,7,15.5,7.11,0.01,11.63
1899,30000,4,50,20,3,1,1,150,0.632,0.714,0.857,0.333,22,248,10,7,19.37,15.5,6.2,20.46
1900,30000,4,50,20,3,1,2,300,0.790,0.857,1.000,0.667,23,269,11,7,15.5,7.11,0.01,11.63
1902,30000,4,50,20,3,1,2,150,0.632,0.714,0.857,0.333,21,291,11,8,15.5,11.63,2.33,16.58
1903,30000,4,50,20,3,2,1,300,0.632,0.857,0.857,0.667,32,178,16,6,43.78,17.76,22.73,31.88
1905,30000,4,50,20,3,2,1,150,0.632,0.714,0.714,0.333,30,184,17,6,41.33,24.87,31.14,45.76
1906,30000,4,50,20,3,2,2,300,0.790,0.857,1.000,0.667,33,222,18,7,30.99,17.76,9.09,31.88
1908,30000,4,50,20,3,2,2,150,0.632,0.714,0.857,0.333,30,230,18,7,41.33,24.87,22.73,45.76
1909,30000,4,50,20,4,1,1,300,0.632,0.714,0.857,0.556,21,257,10,7,15.5,11.63,2.33,10.89
1910,30000,4,50,20,4,1,1,800,0.632,0.714,0.714,0.444,22,219,10,6,19.37,15.5,15.5,14.77
1911,30000,4,50,20,4,1,1,150,0.632,0.571,0.714,0.222,20,274,10,7,11.63,11.63,7.75,12.71
1912,30000,4,50,20,4,1,2,300,0.790,0.857,0.857,0.556,21,302,11,8,8.91,2.71,2.33,10.89
1913,30000,4,50,20,4,1,2,800,0.632,0.714,0.857,0.444,22,255,11,7,19.37,15.5,6.2,14.77
1914,30000,4,50,20,4,1,2,150,0.632,0.714,0.714,0.222,19,323,11,8,7.75,3.88,4.55,8.84
1915,30000,4,50,20,4,2,1,300,0.632,0.714,0.714,0.556,30,186,17,6,41.33,24.87,31.14,30.84
1916,30000,4,50,20,4,2,1,800,0.632,0.714,0.714,0.444,30,164,16,5,41.33,24.87,31.14,37.51
1917,30000,4,50,20,4,2,1,150,0.632,0.571,0.571,0.222,30,192,17,6,41.33,37.58,45.46,45.76
1918,30000,4,50,20,4,2,2,300,0.632,0.714,0.857,0.556,30,232,18,7,41.33,24.87,22.73,30.84
1919,30000,4,50,20,4,2,2,800,0.632,0.714,0.714,0.444,30,206,18,6,41.33,24.87,31.14,37.51
1920,30000,4,50,20,4,2,2,150,0.632,0.571,0.714,0.222,30,240,19,7,41.33,37.58,31.14,45.76
1921,30000,4,50,20,5,1,1,300,0.790,0.857,0.857,0.667,23,231,10,7,15.5,7.11,8.41,11.63
1923,30000,4,50,20,5,1,1,150,0.632,0.714,0.857,0.333,22,248,10,7,19.37,15.5,6.2,20.46
1924,30000,4,50,20,5,1,2,300,0.790,0.857,1.000,0.667,23,270,11,7,15.5,7.11,0.01,11.63
1926,30000,4,50,20,5,1,2,150,0.632,0.714,0.857,0.333,21,291,11,8,15.5,11.63,2.33,16.58
1927,30000,4,50,20,5,2,1,300,0.632,0.857,0.857,0.667,32,178,16,6,43.78,17.76,22.73,31.88
1929,30000,4,50,20,5,2,1,150,0.632,0.714,0.714,0.333,30,184,17,6,41.33,24.87,31.14,45.76
1930,30000,4,50,20,5,2,2,300,0.790,0.857,0.857,0.667,33,222,18,7,30.99,17.76,24.03,31.88
1932,30000,4,50,20,5,2,2,150,0.632,0.714,0.857,0.333,30,230,18,7,41.33,24.87,22.73,45.76
1933,30000,4,50,20,6,1,1,300,0.790,0.857,1.000,0.667,23,221,10,6,15.5,7.11,0.01,11.63
1935,30000,4,50,20,6,1,1,150,0.632,0.714,0.857,0.333,22,239,10,7,19.37,15.5,6.2,20.46
1936,30000,4,50,20,6,1,2,300,0.790,0.857,1.000,0.667,23,258,11,7,15.5,7.11,0.01,11.63
1938,30000,4,50,20,6,1,2,150,0.632,0.714,0.857,0.333,21,280,11,7,15.5,11.63,2.33,16.58
1939,30000,4,50,20,6,2,1,300,0.632,0.857,0.857,0.667,32,178,16,6,43.78,17.76,22.73,31.88
1941,30000,4,50,20,6,2,1,150,0.632,0.714,0.714,0.333,30,184,17,6,41.33,24.87,31.14,45.76
1942,30000,4,50,20,6,2,2,300,0.790,0.857,1.000,0.667,33,222,18,7,30.99,17.76,9.09,31.88
1944,30000,4,50,20,6,2,2,150,0.632,0.714,0.857,0.333,30,230,18,7,41.33,24.87,22.73,45.76
