design_id,L,B,D,Crane,POB,Power,LWI,MP,Fuel,ROV,DP,Deck_Area,ROI,MAU1,MAU2,CAPEX
181.4,120,30,14,600,150,15000,600,0,1,1,1,1222.9,0.041539,0.36561,0.38888,284.13
181.5,140,30,14,600,150,15000,600,0,1,1,1,1594.9,0.03524,0.32668,0.38011,301
181.6,160,30,14,600,150,15000,600,0,1,1,1,1975.7,0.029611,0.28964,0.36419,317.87
181.7,180,30,14,600,150,15000,600,0,1,1,1,2364.5,0.024548,0.25434,0.3453,334.73
181.8,120,35,14,600,150,15000,600,0,1,1,1,1564.9,0.03524,0.32668,0.35867,301
181.9,140,35,14,600,150,15000,600,0,1,1,1,2010,0.02873,0.28364,0.34725,320.68
182,160,35,14,600,150,15000,600,0,1,1,1,2465.8,0.022972,0.24294,0.32912,340.36
182.1,180,35,14,600,150,15000,600,0,1,1,1,2931.1,0.017844,0.13551,0.13551,360.04
182.2,120,20,8,800,150,15000,600,0,1,1,1,568.67,0.071078,0.57607,0.52619,226.18
182.3,140,20,8,800,150,15000,600,0,1,1,1,800.59,0.067157,0.55822,0.5562,232.61
182.4,160,20,8,800,150,15000,600,0,1,1,1,1038.1,0.063447,0.54068,0.56845,239.03
182.5,180,20,8,800,150,15000,600,0,1,1,1,1280.5,0.059931,0.4783,0.51039,245.46
182.6,120,25,8,800,150,15000,600,0,1,1,1,888.67,0.065277,0.54941,0.50701,235.82
182.7,140,25,8,800,150,15000,600,0,1,1,1,1189.4,0.060793,0.52773,0.53444,243.85
182.8,160,25,8,800,150,15000,600,0,1,1,1,1497.4,0.056595,0.46133,0.48905,251.89
182.9,180,25,8,800,150,15000,600,0,1,1,1,1811.8,0.052656,0.44059,0.48015,259.92
183,120,30,8,800,150,15000,600,0,1,1,1,1220.5,0.059931,0.4783,0.46886,245.46
183.1,140,30,8,800,150,15000,600,0,1,1,1,1592.4,0.054989,0.45297,0.46995,255.1
183.2,160,30,8,800,150,15000,600,0,1,1,1,1973.3,0.050408,0.42839,0.46275,264.74
183.3,180,30,8,800,150,15000,600,0,1,1,1,2362.1,0.046148,0.40453,0.45157,274.38
183.4,120,35,8,800,150,15000,600,0,1,1,1,1562.4,0.054989,0.45297,0.44851,255.1
183.5,140,35,8,800,150,15000,600,0,1,1,1,2007.6,0.049676,0.42436,0.44716,266.34
183.6,160,35,8,800,150,15000,600,0,1,1,1,2463.3,0.044794,0.39673,0.43774,277.59
183.7,180,35,8,800,150,15000,600,0,1,1,1,2928.6,0.040291,0.37003,0.42455,288.84
183.8,120,20,11,800,150,15000,600,0,1,1,1,568.67,0.06255,0.53635,0.49768,240.64
183.9,140,20,11,800,150,15000,600,0,1,1,1,800.59,0.057826,0.46765,0.48173,249.48
184,160,20,11,800,150,15000,600,0,1,1,1,1038.1,0.053424,0.44469,0.47574,258.31
184.1,180,20,11,800,150,15000,600,0,1,1,1,1280.5,0.049314,0.42236,0.46566,267.15
184.2,120,25,11,800,150,15000,600,0,1,1,1,888.67,0.055587,0.45609,0.45101,253.89
184.3,140,25,11,800,150,15000,600,0,1,1,1,1189.4,0.050316,0.42788,0.44995,264.94
184.4,160,25,11,800,150,15000,600,0,1,1,1,1497.4,0.045467,0.40062,0.4408,275.98
184.5,180,25,11,800,150,15000,600,0,1,1,1,1811.8,0.040991,0.37426,0.42784,287.03
184.6,120,30,11,800,150,15000,600,0,1,1,1,1220.5,0.049314,0.42236,0.42413,267.15
184.7,140,30,11,800,150,15000,600,0,1,1,1,1592.4,0.043634,0.38997,0.42004,280.4
184.8,160,30,11,800,150,15000,600,0,1,1,1,1973.3,0.038467,0.35886,0.40818,293.66
184.9,180,30,11,800,150,15000,600,0,1,1,1,2362.1,0.033746,0.32895,0.39281,306.91
185,120,35,11,800,150,15000,600,0,1,1,1,1562.4,0.043634,0.38997,0.3986,280.4
185.1,140,35,11,800,150,15000,600,0,1,1,1,2007.6,0.037651,0.35379,0.39185,295.87
185.2,160,35,11,800,150,15000,600,0,1,1,1,2463.3,0.032262,0.31924,0.37769,311.33
185.3,180,35,11,800,150,15000,600,0,1,1,1,2928.6,0.027383,0.28618,0.36032,326.79
185.4,120,20,14,800,150,15000,600,0,1,1,1,568.67,0.054989,0.45297,0.44851,255.1
185.5,140,20,14,800,150,15000,600,0,1,1,1,800.59,0.049676,0.42436,0.44716,266.34
185.6,160,20,14,800,150,15000,600,0,1,1,1,1038.1,0.044794,0.39673,0.43774,277.59
185.7,180,20,14,800,150,15000,600,0,1,1,1,1280.5,0.040291,0.37003,0.42455,288.84
185.8,120,25,14,800,150,15000,600,0,1,1,1,888.67,0.047185,0.41043,0.41469,271.97
185.9,140,25,14,800,150,15000,600,0,1,1,1,1189.4,0.041384,0.37662,0.40959,286.03
186,160,25,14,800,150,15000,600,0,1,1,1,1497.4,0.036126,0.34421,0.39685,300.08
186.1,180,25,14,800,150,15000,600,0,1,1,1,1811.8,0.031339,0.31312,0.38071,314.14
186.2,120,30,14,800,150,15000,600,0,1,1,1,1220.5,0.040291,0.37003,0.38302,288.84
186.3,140,30,14,800,150,15000,600,0,1,1,1,1592.4,0.034159,0.33162,0.37477,305.71
186.4,160,30,14,800,150,15000,600,0,1,1,1,1973.3,0.028668,0.29506,0.35932,322.57
186.5,180,30,14,800,150,15000,600,0,1,1,1,2362.1,0.023722,0.26019,0.34087,339.44
186.6,120,35,14,800,150,15000,600,0,1,1,1,1562.4,0.034159,0.33162,0.35333,305.71
186.7,140,35,14,800,150,15000,600,0,1,1,1,2007.6,0.027808,0.28913,0.34245,325.39
186.8,160,35,14,800,150,15000,600,0,1,1,1,2463.3,0.022181,0.24892,0.32481,345.07
186.9,180,35,14,800,150,15000,600,0,1,1,1,2928.6,0.017162,0.13068,0.13068,364.75
187,120,20,8,400,250,15000,600,0,1,1,1,374.1,0.074872,0.55529,0.53827,218.37
187.1,140,20,8,400,250,15000,600,0,1,1,1,606.02,0.070707,0.53703,0.56787,224.8
187.2,160,20,8,400,250,15000,600,0,1,1,1,843.49,0.066773,0.5191,0.57972,231.22
187.3,180,20,8,400,250,15000,600,0,1,1,1,1085.9,0.063051,0.50149,0.58247,237.65
187.4,120,25,8,400,250,15000,600,0,1,1,1,694.1,0.068712,0.52803,0.51848,228.01
187.5,140,25,8,400,250,15000,600,0,1,1,1,994.87,0.063963,0.50586,0.54542,236.04
187.6,160,25,8,400,250,15000,600,0,1,1,1,1302.8,0.059526,0.45143,0.50106,244.08
187.7,180,25,8,400,250,15000,600,0,1,1,1,1617.2,0.055372,0.43018,0.49164,252.11
187.8,120,30,8,400,250,15000,600,0,1,1,1,1025.9,0.063051,0.50149,0.49941,237.65
187.9,140,30,8,400,250,15000,600,0,1,1,1,1397.9,0.057832,0.44287,0.48175,247.29
188,160,30,8,400,250,15000,600,0,1,1,1,1778.7,0.053004,0.41768,0.47395,256.93
188.1,180,30,8,400,250,15000,600,0,1,1,1,2167.5,0.048526,0.39324,0.46218,266.57
188.2,120,35,8,400,250,15000,600,0,1,1,1,1367.9,0.057832,0.44287,0.46031,247.29
188.3,140,35,8,400,250,15000,600,0,1,1,1,1813,0.052235,0.41356,0.45825,258.53
188.4,160,35,8,400,250,15000,600,0,1,1,1,2268.8,0.047104,0.38526,0.44817,269.78
188.5,180,35,8,400,250,15000,600,0,1,1,1,2734,0.042384,0.35793,0.43435,281.03
188.6,120,20,11,400,250,15000,600,0,1,1,1,374.1,0.065823,0.51467,0.50885,232.83
188.7,140,20,11,400,250,15000,600,0,1,1,1,606.02,0.060826,0.49064,0.53456,241.67
188.8,160,20,11,400,250,15000,600,0,1,1,1,843.49,0.056181,0.43439,0.48733,250.5
188.9,180,20,11,400,250,15000,600,0,1,1,1,1085.9,0.051853,0.4115,0.4767,259.34
189,120,25,11,400,250,15000,600,0,1,1,1,694.1,0.058462,0.44607,0.46289,246.08
189.1,140,25,11,400,250,15000,600,0,1,1,1,994.87,0.052908,0.41716,0.46113,257.13
189.2,160,25,11,400,250,15000,600,0,1,1,1,1302.8,0.047811,0.38924,0.45132,268.17
189.3,180,25,11,400,250,15000,600,0,1,1,1,1617.2,0.043117,0.36226,0.43774,279.22
189.4,120,30,11,400,250,15000,600,0,1,1,1,1025.9,0.051853,0.4115,0.43518,259.34
189.5,140,30,11,400,250,15000,600,0,1,1,1,1397.9,0.045887,0.37834,0.4303,272.59
189.6,160,30,11,400,250,15000,600,0,1,1,1,1778.7,0.040475,0.3465,0.41772,285.85
189.7,180,30,11,400,250,15000,600,0,1,1,1,2167.5,0.035542,0.31592,0.40168,299.1
189.8,120,35,11,400,250,15000,600,0,1,1,1,1367.9,0.045887,0.37834,0.40886,272.59
189.9,140,35,11,400,250,15000,600,0,1,1,1,1813,0.039621,0.34132,0.40128,288.05
190,160,35,11,400,250,15000,600,0,1,1,1,2268.8,0.033993,0.30599,0.38635,303.52
190.1,180,35,11,400,250,15000,600,0,1,1,1,2734,0.028911,0.27223,0.36827,318.98
190.2,120,20,14,400,250,15000,600,0,1,1,1,374.1,0.057832,0.44287,0.46031,247.29
190.3,140,20,14,400,250,15000,600,0,1,1,1,606.02,0.052235,0.41356,0.45825,258.53
190.4,160,20,14,400,250,15000,600,0,1,1,1,843.49,0.047104,0.38526,0.44817,269.78
190.5,180,20,14,400,250,15000,600,0,1,1,1,1085.9,0.042384,0.35793,0.43435,281.03
190.6,120,25,14,400,250,15000,600,0,1,1,1,694.1,0.049615,0.39928,0.42545,264.16
190.7,140,25,14,400,250,15000,600,0,1,1,1,994.87,0.043528,0.36467,0.41955,278.21
190.8,160,25,14,400,250,15000,600,0,1,1,1,1302.8,0.038027,0.33152,0.40607,292.27
190.9,180,25,14,400,250,15000,600,0,1,1,1,1617.2,0.033031,0.29974,0.38924,306.33
191,120,30,14,400,250,15000,600,0,1,1,1,1025.9,0.042384,0.35793,0.39282,281.03
191.1,140,30,14,400,250,15000,600,0,1,1,1,1397.9,0.035972,0.31865,0.3837,297.89
191.2,160,30,14,400,250,15000,600,0,1,1,1,1778.7,0.030247,0.28129,0.36746,314.76
191.3,180,30,14,400,250,15000,600,0,1,1,1,2167.5,0.025105,0.2457,0.34828,331.63
191.4,120,35,14,400,250,15000,600,0,1,1,1,1367.9,0.035972,0.31865,0.36226,297.89
191.5,140,35,14,400,250,15000,600,0,1,1,1,1813,0.029352,0.27524,0.35046,317.57
191.6,160,35,14,400,250,15000,600,0,1,1,1,2268.8,0.023505,0.23421,0.33201,337.25
191.7,180,35,14,400,250,15000,600,0,1,1,1,2734,0.018303,0.13875,0.13875,356.93
191.8,120,20,8,600,250,15000,600,0,1,1,1,371.13,0.072553,0.56339,0.53093,223.08
191.9,140,20,8,600,250,15000,600,0,1,1,1,603.05,0.068538,0.54538,0.56078,229.5
192,160,20,8,600,250,15000,600,0,1,1,1,840.52,0.064742,0.52768,0.57288,235.93
192.1,180,20,8,600,250,15000,600,0,1,1,1,1082.9,0.061147,0.5103,0.57586,242.36
192.2,120,25,8,600,250,15000,600,0,1,1,1,691.13,0.066614,0.53649,0.51151,232.72
192.3,140,25,8,600,250,15000,600,0,1,1,1,991.9,0.062027,0.51462,0.53875,240.75
192.4,160,25,8,600,250,15000,600,0,1,1,1,1299.9,0.057737,0.45443,0.49376,248.78
192.5,180,25,8,600,250,15000,600,0,1,1,1,1614.3,0.053715,0.43348,0.48466,256.82
192.6,120,30,8,600,250,15000,600,0,1,1,1,1022.9,0.061147,0.5103,0.4928,242.36
192.7,140,30,8,600,250,15000,600,0,1,1,1,1394.9,0.056098,0.44599,0.47458,252
192.8,160,30,8,600,250,15000,600,0,1,1,1,1775.7,0.051421,0.42117,0.46715,261.64
192.9,180,30,8,600,250,15000,600,0,1,1,1,2164.5,0.047076,0.39708,0.45574,271.27
193,120,35,8,600,250,15000,600,0,1,1,1,1364.9,0.056098,0.44599,0.45314,252
193.1,140,35,8,600,250,15000,600,0,1,1,1,1810,0.050674,0.4171,0.45151,263.24
193.2,160,35,8,600,250,15000,600,0,1,1,1,2265.8,0.045696,0.38921,0.44184,274.49
193.3,180,35,8,600,250,15000,600,0,1,1,1,2731.1,0.041109,0.36227,0.42839,285.73
193.4,120,20,11,600,250,15000,600,0,1,1,1,371.13,0.063825,0.52331,0.50207,237.54
193.5,140,20,11,600,250,15000,600,0,1,1,1,603.05,0.058995,0.46081,0.4865,246.37
193.6,160,20,11,600,250,15000,600,0,1,1,1,840.52,0.054499,0.43763,0.48029,255.21
193.7,180,20,11,600,250,15000,600,0,1,1,1,1082.9,0.050305,0.41508,0.46999,264.05
193.8,120,25,11,600,250,15000,600,0,1,1,1,691.13,0.056707,0.44914,0.45568,250.79
193.9,140,25,11,600,250,15000,600,0,1,1,1,991.9,0.051327,0.42066,0.45434,261.84
194,160,25,11,600,250,15000,600,0,1,1,1,1299.9,0.046382,0.39314,0.44493,272.88
194.1,180,25,11,600,250,15000,600,0,1,1,1,1614.3,0.041822,0.36653,0.43173,283.93
194.2,120,30,11,600,250,15000,600,0,1,1,1,1022.9,0.050305,0.41508,0.42847,264.05
194.3,140,30,11,600,250,15000,600,0,1,1,1,1394.9,0.044514,0.38239,0.42407,277.3
194.4,160,30,11,600,250,15000,600,0,1,1,1,1775.7,0.039252,0.35099,0.41193,290.55
194.5,180,30,11,600,250,15000,600,0,1,1,1,2164.5,0.034449,0.32082,0.3963,303.81
194.6,120,35,11,600,250,15000,600,0,1,1,1,1364.9,0.044514,0.38239,0.40263,277.3
194.7,140,35,11,600,250,15000,600,0,1,1,1,1810,0.038421,0.34588,0.39556,292.76
194.8,160,35,11,600,250,15000,600,0,1,1,1,2265.8,0.032939,0.31102,0.38109,308.23
194.9,180,35,11,600,250,15000,600,0,1,1,1,2731.1,0.027981,0.27769,0.36345,323.69
195,120,20,14,600,250,15000,600,0,1,1,1,371.13,0.056098,0.44599,0.45314,252
195.1,140,20,14,600,250,15000,600,0,1,1,1,603.05,0.050674,0.4171,0.45151,263.24
195.2,160,20,14,600,250,15000,600,0,1,1,1,840.52,0.045696,0.38921,0.44184,274.49
195.3,180,20,14,600,250,15000,600,0,1,1,1,1082.9,0.041109,0.36227,0.42839,285.73
195.4,120,25,14,600,250,15000,600,0,1,1,1,691.13,0.048133,0.40304,0.41892,268.86
195.5,140,25,14,600,250,15000,600,0,1,1,1,991.9,0.042221,0.36892,0.4135,282.92
195.6,160,25,14,600,250,15000,600,0,1,1,1,1299.9,0.036869,0.33622,0.40047,296.98
195.7,180,25,14,600,250,15000,600,0,1,1,1,1614.3,0.032001,0.30485,0.38406,311.04
195.8,120,30,14,600,250,15000,600,0,1,1,1,1022.9,0.041109,0.36227,0.38687,285.73
195.9,140,30,14,600,250,15000,600,0,1,1,1,1394.9,0.034868,0.32352,0.37828,302.6
196,160,30,14,600,250,15000,600,0,1,1,1,1775.7,0.029286,0.28664,0.36252,319.47
196.1,180,30,14,600,250,15000,600,0,1,1,1,2164.5,0.024264,0.25149,0.34378,336.34
196.2,120,35,14,600,250,15000,600,0,1,1,1,1364.9,0.034868,0.32352,0.35684,302.6
196.3,140,35,14,600,250,15000,600,0,1,1,1,1810,0.028412,0.28066,0.3456,322.28
196.4,160,35,14,600,250,15000,600,0,1,1,1,2265.8,0.0227,0.24013,0.32764,341.96
196.5,180,35,14,600,250,15000,600,0,1,1,1,2731.1,0.017609,0.13385,0.13385,361.64
196.6,120,20,8,800,250,15000,600,0,1,1,1,368.67,0.07033,0.57166,0.52377,227.79
196.7,140,20,8,800,250,15000,600,0,1,1,1,600.59,0.066457,0.55389,0.55386,234.21
196.8,160,20,8,800,250,15000,600,0,1,1,1,838.06,0.06279,0.53643,0.56619,240.64
196.9,180,20,8,800,250,15000,600,0,1,1,1,1080.5,0.059314,0.47447,0.50789,247.06
197,120,25,8,800,250,15000,600,0,1,1,1,688.67,0.064599,0.54512,0.50471,237.43
197.1,140,25,8,800,250,15000,600,0,1,1,1,989.44,0.060166,0.52354,0.53224,245.46
197.2,160,25,8,800,250,15000,600,0,1,1,1,1297.4,0.056015,0.45759,0.48664,253.49
197.3,180,25,8,800,250,15000,600,0,1,1,1,1611.8,0.052118,0.43695,0.47784,261.52
197.4,120,30,8,800,250,15000,600,0,1,1,1,1020.5,0.059314,0.47447,0.46636,247.06
197.5,140,30,8,800,250,15000,600,0,1,1,1,1392.4,0.054427,0.44927,0.46758,256.7
197.6,160,30,8,800,250,15000,600,0,1,1,1,1773.3,0.049893,0.42481,0.46051,266.34
197.7,180,30,8,800,250,15000,600,0,1,1,1,2162.1,0.045676,0.40107,0.44944,275.98
197.8,120,35,8,800,250,15000,600,0,1,1,1,1362.4,0.054427,0.44927,0.44614,256.7
197.9,140,35,8,800,250,15000,600,0,1,1,1,1807.6,0.049169,0.42081,0.44493,267.95
198,160,35,8,800,250,15000,600,0,1,1,1,2263.3,0.044335,0.39331,0.43565,279.2
198.1,180,35,8,800,250,15000,600,0,1,1,1,2728.6,0.039875,0.36674,0.42258,290.44
198.2,120,20,11,800,250,15000,600,0,1,1,1,368.67,0.061904,0.53211,0.49544,242.25
198.3,140,20,11,800,250,15000,600,0,1,1,1,600.59,0.057232,0.46388,0.47928,251.08
198.4,160,20,11,800,250,15000,600,0,1,1,1,838.06,0.052878,0.44104,0.47341,259.92
198.5,180,20,11,800,250,15000,600,0,1,1,1,1080.5,0.04881,0.41881,0.46344,268.75
198.6,120,25,11,800,250,15000,600,0,1,1,1,688.67,0.055018,0.45238,0.44863,255.5
198.7,140,25,11,800,250,15000,600,0,1,1,1,989.44,0.049802,0.42431,0.44771,266.54
198.8,160,25,11,800,250,15000,600,0,1,1,1,1297.4,0.045002,0.39718,0.43869,277.59
198.9,180,25,11,800,250,15000,600,0,1,1,1,1611.8,0.040568,0.37095,0.42585,288.63
199,120,30,11,800,250,15000,600,0,1,1,1,1020.5,0.04881,0.41881,0.42191,268.75
199.1,140,30,11,800,250,15000,600,0,1,1,1,1392.4,0.043187,0.38658,0.41797,282.01
199.2,160,30,11,800,250,15000,600,0,1,1,1,1773.3,0.038068,0.35562,0.40626,295.26
199.3,180,30,11,800,250,15000,600,0,1,1,1,2162.1,0.033389,0.32584,0.39103,308.52
199.4,120,35,11,800,250,15000,600,0,1,1,1,1362.4,0.043187,0.38658,0.39653,282.01
199.5,140,35,11,800,250,15000,600,0,1,1,1,1807.6,0.037259,0.35057,0.38996,297.47
199.6,160,35,11,800,250,15000,600,0,1,1,1,2263.3,0.031917,0.31617,0.37595,312.93
199.7,180,35,11,800,250,15000,600,0,1,1,1,2728.6,0.027078,0.28326,0.35872,328.4
199.8,120,20,14,800,250,15000,600,0,1,1,1,368.67,0.054427,0.44927,0.44614,256.7
199.9,140,20,14,800,250,15000,600,0,1,1,1,600.59,0.049169,0.42081,0.44493,267.95
200,160,20,14,800,250,15000,600,0,1,1,1,838.06,0.044335,0.39331,0.43565,279.2
200.1,180,20,14,800,250,15000,600,0,1,1,1,1080.5,0.039875,0.36674,0.42258,290.44
200.2,120,25,14,800,250,15000,600,0,1,1,1,688.67,0.046702,0.40694,0.41253,273.57
200.3,140,25,14,800,250,15000,600,0,1,1,1,989.44,0.040957,0.3733,0.40759,287.63
200.4,160,25,14,800,250,15000,600,0,1,1,1,1297.4,0.035748,0.34104,0.395,301.69
200.5,180,25,14,800,250,15000,600,0,1,1,1,1611.8,0.031002,0.31008,0.379,315.74
200.6,120,30,14,800,250,15000,600,0,1,1,1,1020.5,0.039875,0.36674,0.38105,290.44
200.7,140,30,14,800,250,15000,600,0,1,1,1,1392.4,0.033797,0.3285,0.37297,307.31
200.8,160,30,14,800,250,15000,600,0,1,1,1,1773.3,0.028352,0.29209,0.35769,324.18
200.9,180,30,14,800,250,15000,600,0,1,1,1,2162.1,0.023446,0.25737,0.33937,341.05
201,120,35,14,800,250,15000,600,0,1,1,1,1362.4,0.033797,0.3285,0.35154,307.31
201.1,140,35,14,800,250,15000,600,0,1,1,1,1807.6,0.027499,0.28619,0.34084,326.99
201.2,160,35,14,800,250,15000,600,0,1,1,1,2263.3,0.021916,0.24614,0.32337,346.67
201.3,180,35,14,800,250,15000,600,0,1,1,1,2728.6,0.016933,0.12905,0.12905,366.35
201.4,120,20,8,400,350,15000,600,0,1,1,1,174.1,0.074071,0.55078,0.53575,219.98
201.5,140,20,8,400,350,15000,600,0,1,1,1,406.02,0.069957,0.53261,0.56543,226.4
201.6,160,20,8,400,350,15000,600,0,1,1,1,643.49,0.066071,0.51476,0.57737,232.83
201.7,180,20,8,400,350,15000,600,0,1,1,1,885.92,0.062393,0.49722,0.5802,239.25
201.8,120,25,8,400,350,15000,600,0,1,1,1,494.1,0.067987,0.52364,0.51608,229.61
201.9,140,25,8,400,350,15000,600,0,1,1,1,794.87,0.063294,0.50158,0.54313,237.65
202,160,25,8,400,350,15000,600,0,1,1,1,1102.8,0.058908,0.4476,0.49855,245.68
202.1,180,25,8,400,350,15000,600,0,1,1,1,1417.2,0.0548,0.42645,0.48924,253.71
202.2,120,30,8,400,350,15000,600,0,1,1,1,825.92,0.062393,0.49722,0.49714,239.25
202.3,140,30,8,400,350,15000,600,0,1,1,1,1197.9,0.057233,0.43908,0.47929,248.89
202.4,160,30,8,400,350,15000,600,0,1,1,1,1578.7,0.052458,0.41402,0.47161,258.53
202.5,180,30,8,400,350,15000,600,0,1,1,1,1967.5,0.048026,0.3897,0.45997,268.17
202.6,120,35,8,400,350,15000,600,0,1,1,1,1167.9,0.057233,0.43908,0.45785,248.89
202.7,140,35,8,400,350,15000,600,0,1,1,1,1613,0.051696,0.40991,0.45594,260.14
202.8,160,35,8,400,350,15000,600,0,1,1,1,2068.8,0.046618,0.38176,0.446,271.38
202.9,180,35,8,400,350,15000,600,0,1,1,1,2534,0.041944,0.35456,0.4323,282.63
203,120,20,11,400,350,15000,600,0,1,1,1,174.1,0.065133,0.51034,0.50652,234.43
203.1,140,20,11,400,350,15000,600,0,1,1,1,406.02,0.060194,0.48642,0.53233,243.27
203.2,160,20,11,400,350,15000,600,0,1,1,1,643.49,0.055601,0.43064,0.48491,252.11
203.3,180,20,11,400,350,15000,600,0,1,1,1,885.92,0.051319,0.40787,0.4744,260.94
203.4,120,25,11,400,350,15000,600,0,1,1,1,494.1,0.057856,0.44226,0.46041,247.69
203.5,140,25,11,400,350,15000,600,0,1,1,1,794.87,0.052362,0.4135,0.4588,258.73
203.6,160,25,11,400,350,15000,600,0,1,1,1,1102.8,0.047318,0.38572,0.44913,269.78
203.7,180,25,11,400,350,15000,600,0,1,1,1,1417.2,0.04267,0.35887,0.43568,280.82
203.8,120,30,11,400,350,15000,600,0,1,1,1,825.92,0.051319,0.40787,0.43287,260.94
203.9,140,30,11,400,350,15000,600,0,1,1,1,1197.9,0.045414,0.37487,0.42816,274.2
204,160,30,11,400,350,15000,600,0,1,1,1,1578.7,0.040053,0.34319,0.41573,287.45
204.1,180,30,11,400,350,15000,600,0,1,1,1,1967.5,0.035165,0.31274,0.39983,300.7
204.2,120,35,11,400,350,15000,600,0,1,1,1,1167.9,0.045414,0.37487,0.40672,274.2
204.3,140,35,11,400,350,15000,600,0,1,1,1,1613,0.039208,0.33803,0.39932,289.66
204.4,160,35,11,400,350,15000,600,0,1,1,1,2068.8,0.03363,0.30286,0.38454,305.12
204.5,180,35,11,400,350,15000,600,0,1,1,1,2534,0.028591,0.26925,0.36662,320.59
204.6,120,20,14,400,350,15000,600,0,1,1,1,174.1,0.057233,0.43908,0.45785,248.89
204.7,140,20,14,400,350,15000,600,0,1,1,1,406.02,0.051696,0.40991,0.45594,260.14
204.8,160,20,14,400,350,15000,600,0,1,1,1,643.49,0.046618,0.38176,0.446,271.38
204.9,180,20,14,400,350,15000,600,0,1,1,1,885.92,0.041944,0.35456,0.4323,282.63
205,120,25,14,400,350,15000,600,0,1,1,1,494.1,0.049104,0.39571,0.4232,265.76
205.1,140,25,14,400,350,15000,600,0,1,1,1,794.87,0.043078,0.36127,0.41747,279.82
205.2,160,25,14,400,350,15000,600,0,1,1,1,1102.8,0.037628,0.32828,0.40414,293.88
205.3,180,25,14,400,350,15000,600,0,1,1,1,1417.2,0.032676,0.29664,0.38746,307.93
205.4,120,30,14,400,350,15000,600,0,1,1,1,825.92,0.041944,0.35456,0.39077,282.63
205.5,140,30,14,400,350,15000,600,0,1,1,1,1197.9,0.035592,0.31546,0.38184,299.5
205.6,160,30,14,400,350,15000,600,0,1,1,1,1578.7,0.029916,0.27827,0.36576,316.37
205.7,180,30,14,400,350,15000,600,0,1,1,1,1967.5,0.024816,0.24283,0.34674,333.24
205.8,120,35,14,400,350,15000,600,0,1,1,1,1167.9,0.035592,0.31546,0.3604,299.5
205.9,140,35,14,400,350,15000,600,0,1,1,1,1613,0.029029,0.27224,0.34879,319.18
206,160,35,14,400,350,15000,600,0,1,1,1,2068.8,0.023228,0.23138,0.33051,338.86
206.1,180,35,14,400,350,15000,600,0,1,1,1,2534,0.018065,0.13707,0.13707,358.54
206.2,120,20,8,600,350,15000,600,0,1,1,1,171.13,0.071785,0.55893,0.52847,224.68
206.3,140,20,8,600,350,15000,600,0,1,1,1,403.05,0.067819,0.54101,0.55841,231.11
206.4,160,20,8,600,350,15000,600,0,1,1,1,640.52,0.064068,0.5234,0.57058,237.54
206.5,180,20,8,600,350,15000,600,0,1,1,1,882.95,0.060514,0.5061,0.57364,243.96
206.6,120,25,8,600,350,15000,600,0,1,1,1,491.13,0.065918,0.53216,0.50917,234.32
206.7,140,25,8,600,350,15000,600,0,1,1,1,791.9,0.061385,0.51039,0.53651,242.36
206.8,160,25,8,600,350,15000,600,0,1,1,1,1099.9,0.057143,0.45065,0.49131,250.39
206.9,180,25,8,600,350,15000,600,0,1,1,1,1414.3,0.053164,0.42981,0.48232,258.42
207,120,30,8,600,350,15000,600,0,1,1,1,822.95,0.060514,0.5061,0.49058,243.96
207.1,140,30,8,600,350,15000,600,0,1,1,1,1194.9,0.055521,0.44225,0.47218,253.6
207.2,160,30,8,600,350,15000,600,0,1,1,1,1575.7,0.050894,0.41756,0.46487,263.24
207.3,180,30,8,600,350,15000,600,0,1,1,1,1964.5,0.046593,0.39359,0.45357,272.88
207.4,120,35,8,600,350,15000,600,0,1,1,1,1164.9,0.055521,0.44225,0.45074,253.6
207.5,140,35,8,600,350,15000,600,0,1,1,1,1610,0.050155,0.41351,0.44925,264.85
207.6,160,35,8,600,350,15000,600,0,1,1,1,2065.8,0.045227,0.38576,0.43971,276.09
207.7,180,35,8,600,350,15000,600,0,1,1,1,2531.1,0.040684,0.35894,0.4264,287.34
207.8,120,20,11,600,350,15000,600,0,1,1,1,171.13,0.063161,0.51904,0.49979,239.14
207.9,140,20,11,600,350,15000,600,0,1,1,1,403.05,0.058386,0.457,0.48402,247.98
208,160,20,11,600,350,15000,600,0,1,1,1,640.52,0.05394,0.43394,0.47793,256.81
208.1,180,20,11,600,350,15000,600,0,1,1,1,882.95,0.049789,0.4115,0.46774,265.65
208.2,120,25,11,600,350,15000,600,0,1,1,1,491.13,0.056124,0.44539,0.45325,252.4
208.3,140,25,11,600,350,15000,600,0,1,1,1,791.9,0.050801,0.41705,0.45206,263.44
208.4,160,25,11,600,350,15000,600,0,1,1,1,1099.9,0.045906,0.38967,0.44279,274.49
208.5,180,25,11,600,350,15000,600,0,1,1,1,1414.3,0.04139,0.36319,0.42971,285.53
208.6,120,30,11,600,350,15000,600,0,1,1,1,822.95,0.049789,0.4115,0.42621,265.65
208.7,140,30,11,600,350,15000,600,0,1,1,1,1194.9,0.044057,0.37897,0.42197,278.9
208.8,160,30,11,600,350,15000,600,0,1,1,1,1575.7,0.038844,0.34772,0.40998,292.16
208.9,180,30,11,600,350,15000,600,0,1,1,1,1964.5,0.034084,0.31769,0.39449,305.41
209,120,35,11,600,350,15000,600,0,1,1,1,1164.9,0.044057,0.37897,0.40053,278.9
