design_id,capability,propulsion,fuel_mass,dfc,payload,speed,deltav,base_mass,mass_fraction,isp,dry_mass,wet_mass,cost,mau_1_1,fpn_1_1,mau_2_1,fpn_2_1,mau_3_1,fpn_3_1,mau_4_1,fpn_4_1,mau_5_1,fpn_5_1,mau_6_1,fpn_6_1,mau_7_1,fpn_7_1,mau_8_1,fpn_8_1,mau_1_2,fpn_1_2,mau_2_2,fpn_2_2,mau_3_2,fpn_3_2,mau_4_2,fpn_4_2,mau_5_2,fpn_5_2,mau_6_2,fpn_6_2,mau_7_2,fpn_7_2,mau_8_2,fpn_8_2,capability_name,propulsion_name
270,0,1,3000,2,300,1,5556.4,0,0.13,450,1188,4188,220.08,0.64769,1.502,0.32256,0.46343,0.41077,0.4697,0.37942,0.4455,0.20256,0.46343,0.42923,1.502,NaN,NaN,0.73769,0.46343,0.68473,0.60209,0.33491,0.4899,0.55894,0.48119,0.38868,0.4899,0.21491,0.4899,0.52184,1.8147,NaN,NaN,0.77473,0.47814,Low,Cryo
271,0,1,10000,2,300,1,7425.5,0,0.13,450,2280,12280,464.8,0.70377,1.2112,0.34126,2.1054,0.63507,1.2277,0.39344,2.1054,0.22126,1.5506,0.56942,5.0818,NaN,NaN,0.79377,1.2112,0.74258,2.7622,0.35419,2.9264,0.76516,2.7128,0.4,2.9264,0.23419,1.868,0.66645,5.8379,NaN,NaN,0.83258,2.6958,Low,Cryo
272,0,1,30000,2,300,1,8292.2,0,0.13,450,5400,35400,1164,0.72977,8.1625,0.34992,12.218,0.73906,11.594,0.39994,12.333,0.22992,7.931,0.63441,15.055,NaN,NaN,0.81977,7.013,0.75975,9.5253,0.35992,14.659,0.79951,6.362,0.4,14.996,0.23992,7.3639,0.70939,14.773,NaN,NaN,0.84975,6.3222,Low,Cryo
273,0,2,30,2,300,0,1137,25,0.3,3000,760.8,790.8,122.03,0.20106,0.3673,0.10702,0.36792,NaN,NaN,0.01851,0.36792,0.03702,0.36792,0.1195,0.3381,NaN,NaN,NaN,NaN,0.20132,0.38383,0.10711,0.38448,NaN,NaN,0.018553,0.38448,0.037106,0.38448,0.11963,0.38383,NaN,NaN,NaN,NaN,Low,Electric
274,0,2,100,2,300,0,3520.9,25,0.3,3000,786,886,126.76,0.43391,0.30662,0.18464,0.40491,NaN,NaN,0.057318,0.43714,0.11464,0.30662,0.24424,0.30662,NaN,NaN,NaN,NaN,0.4364,0.32164,0.18547,0.41322,NaN,NaN,0.057733,0.45219,0.11547,0.32164,0.24557,0.32164,NaN,NaN,NaN,NaN,Low,Electric
275,0,2,300,2,300,0,8815.5,25,0.3,3000,858,1158,140.28,0.63836,0.33474,0.25279,0.37745,NaN,NaN,0.1,0.63492,0.18279,0.33474,0.6059,0.33474,NaN,NaN,NaN,NaN,0.641,0.34645,0.25367,0.34645,NaN,NaN,0.1,0.64562,0.18367,0.34645,0.6125,0.34645,NaN,NaN,NaN,NaN,Low,Electric
276,0,2,600,2,300,0,14204,25,0.3,3000,966,1566,160.56,0.69,5.69E-05,0.27,0.40375,NaN,NaN,0.1,0.93157,0.2,0.0000569,0.79009,0.37686,NaN,NaN,NaN,NaN,0.69,0.0000571,0.27,0.62352,NaN,NaN,0.1,0.93577,0.2,0.0000571,0.80091,0.38353,NaN,NaN,NaN,NaN,Low,Electric
277,0,2,1200,2,300,0,20602,25,0.3,3000,1182,2382,201.12,0.69,9.31E-05,0.27,0.99708,NaN,NaN,0.1,1.5249,0.2,0.18614,0.81,0.0000931,NaN,NaN,NaN,NaN,0.69,0.0000925,0.27,1.2039,NaN,NaN,0.1,1.5161,0.2,0.0000925,0.81,0.0000925,NaN,NaN,NaN,NaN,Low,Electric
278,0,2,3000,2,300,0,28534,25,0.3,3000,1830,4830,322.8,0.69,0.23993,0.27,2.777,NaN,NaN,0.1,3.3048,0.2,0.85697,0.81,0.0000504,NaN,NaN,NaN,NaN,0.69,1.633,0.27,2.6168,NaN,NaN,0.1,3.257,0.2,1.633,0.81,0.0000994,NaN,NaN,NaN,NaN,Low,Electric
279,0,2,10000,2,300,0,35091,25,0.3,3000,4350,14350,796,0.69,6.056,0.27,7.1619,NaN,NaN,0.1,10.227,0.2,5.8864,0.81,4.3592,NaN,NaN,NaN,NaN,0.69,6.3991,0.27,7.8552,NaN,NaN,0.1,10.027,0.2,5.505,0.81,3.9868,NaN,NaN,NaN,NaN,Low,Electric
280,0,2,30000,2,300,0,37638,25,0.3,3000,11550,41550,2148,0.69,18.256,0.27,26.199,NaN,NaN,0.1,28.553,0.2,17.365,0.81,11.942,NaN,NaN,NaN,NaN,0.69,17.5,0.27,25.354,NaN,NaN,0.1,27.782,0.2,16.01,0.81,11.943,NaN,NaN,NaN,NaN,Low,Electric
281,0,3,30,2,300,1,227.07,1000,0.2,1500,1927.2,1957.2,308.65,0.21218,3.0656,0.17739,2.9826,NaN,NaN,0.3037,2.8404,0.057393,2.9826,0.12188,2.9826,NaN,NaN,0.30218,3.0656,0.21946,2.0482,0.17982,1.9567,NaN,NaN,0.30491,1.9389,0.05982,1.9567,0.12578,2.0482,NaN,NaN,0.30946,1.999,Low,Nuclear
282,0,3,100,2,300,1,737.37,1000,0.2,1500,1944,2044,312.04,0.26202,3.0322,0.19401,3.0252,NaN,NaN,0.312,2.89,0.074007,3.0252,0.14858,3.0252,NaN,NaN,0.35202,3.0322,0.28487,2.014,0.20162,1.9962,NaN,NaN,0.31581,1.8323,0.081623,2.014,0.16082,2.014,NaN,NaN,0.37487,1.9483,Low,Nuclear
283,0,3,300,2,300,1,2062.2,1000,0.2,1500,1992,2292,321.72,0.39142,3.1585,0.23714,2.7612,NaN,NaN,0.33357,2.7612,0.11714,2.9888,0.21791,3.1585,NaN,NaN,0.48142,3.0315,0.44988,2.1777,0.25663,1.996,NaN,NaN,0.34331,1.6681,0.13663,2.0091,0.24922,2.1777,NaN,NaN,0.53988,1.9481,Low,Nuclear
284,0,3,600,2,300,1,3751.2,1000,0.2,1500,2064,2664,336.24,0.5564,3.2012,0.29213,2.1626,NaN,NaN,0.36107,2.1626,0.17213,2.8201,0.30628,3.2012,NaN,NaN,0.6464,2.9736,0.62265,2.2547,0.31422,0.92988,0.31061,1.8794,0.37316,0.92988,0.19422,0.92988,0.36663,2.2547,NaN,NaN,0.71265,1.2063,Low,Nuclear
285,0,3,1200,2,300,1,6380.4,1000,0.2,1500,2208,3408,365.28,0.67241,2.0109,0.3308,0.86132,0.50964,0.873,0.3856,0.75474,0.2108,0.86132,0.49103,3.626,NaN,NaN,0.76241,0.86132,0.71356,0.71258,0.34452,0.71258,0.67425,0.69989,0.39589,0.41335,0.22452,0.71258,0.59391,2.7459,NaN,NaN,0.80356,0.69547,Low,Nuclear
286,0,3,3000,2,300,1,11159,1000,0.2,1500,2640,5640,452.4,0.77636,1.0299,0.36545,1.924,0.83272,1.0438,0.4,1.924,0.24545,0.86013,0.7509,4.6459,NaN,NaN,0.86636,1.0299,0.79,0.000069,0.37,1.055,0.86,0.0000581,0.4,1.055,0.25,0.000069,0.80503,0.89071,NaN,NaN,0.88,0.0000673,Low,Nuclear
287,0,3,10000,2,300,1,17617,1000,0.2,1500,4320,14320,791.2,0.79,2.7092,0.37,6.88,0.86,0.0000682,0.4,6.88,0.25,2.7092,0.86,1.0857,NaN,NaN,0.88,0.98953,0.79,3.158,0.37,6.786,0.86,0.000072,0.4,6.786,0.25,3.158,0.86,1.0857,NaN,NaN,0.88,2.3069,Low,Nuclear
288,0,3,30000,2,300,1,21406,1000,0.2,1500,9120,39120,1759.2,0.79,10.289,0.37,19.701,0.86,6,0.4,19.701,0.25,11.678,0.86,6.5141,NaN,NaN,0.88,6.0001,0.79,10.29,0.37,21.536,0.86,6,0.4,21.187,0.25,13.264,0.86,6.5142,NaN,NaN,0.88,6.0001,Low,Nuclear
289,1,0,30,2,1000,1,36.457,0,0.12,300,2404.3,2434.3,384.99,0.28356,4.0922,0.45119,0.82258,NaN,NaN,0.54059,0.81557,0.12619,3.9144,0.17191,4.0841,NaN,NaN,0.34356,4.0993,0.28356,4.3247,0.45119,0.85059,NaN,NaN,0.54059,0.84318,0.12619,4.1561,0.17191,4.3247,NaN,NaN,0.34356,4.2108,Medium,Biprop
290,1,0,100,2,1000,1,119.32,0,0.12,300,2414.4,2514.4,387.3,0.29165,4.1261,0.45388,0.85641,NaN,NaN,0.54194,0.79593,0.12888,3.9482,0.17624,4.1179,NaN,NaN,0.35165,4.1261,0.29165,4.3655,0.45388,0.89129,NaN,NaN,0.54194,0.88388,0.12888,4.1968,0.17624,4.3655,NaN,NaN,0.35165,4.2433,Medium,Biprop
291,1,0,300,2,1000,1,340.5,0,0.12,300,2443.2,2743.2,393.91,0.31326,4.2227,0.46109,0.93908,NaN,NaN,0.54554,0.81092,0.13609,4.0448,0.18782,4.2146,NaN,NaN,0.37326,4.2227,0.31326,4.4817,0.46109,1.0001,NaN,NaN,0.54554,0.83614,0.13609,4.313,0.18782,4.4817,NaN,NaN,0.37326,4.3567,Medium,Biprop
292,1,0,600,2,1000,1,635.54,0,0.12,300,2486.4,3086.4,403.82,0.34208,4.3595,0.47069,0.95589,NaN,NaN,0.55035,0.79118,0.14569,4.1898,0.20325,4.3595,NaN,NaN,0.40208,4.3678,0.34208,4.656,0.47069,1.0105,NaN,NaN,0.55035,1.0105,0.14569,4.4873,0.20325,4.656,NaN,NaN,0.40208,4.5269,Medium,Biprop
293,1,0,1200,2,1000,1,1125.5,0,0.12,300,2572.8,3772.8,423.65,0.38993,4.6495,0.48664,0.97554,NaN,NaN,0.55832,0.97554,0.16164,3.8813,0.22889,4.6495,NaN,NaN,0.44993,4.5226,0.38993,5.0047,0.48664,1.1192,NaN,NaN,0.55832,1.0313,0.16164,3.8814,0.22889,5.0047,NaN,NaN,0.44993,4.7072,Medium,Biprop
294,1,0,3000,2,1000,1,2123.8,0,0.12,300,2832,5832,483.12,0.48744,5.3498,0.51915,1.3096,NaN,NaN,0.57457,1.0345,0.19415,2.5851,0.28113,5.3498,NaN,NaN,0.54744,5.1222,0.48744,5.8822,0.51915,1.6593,NaN,NaN,0.57457,1.0937,0.19415,3.849,0.28113,5.8822,NaN,NaN,0.54744,5.7283,Medium,Biprop
295,1,0,10000,2,1000,1,3769.3,0,0.12,300,3840,13840,714.4,0.64817,5.9683,0.57272,2.2429,NaN,NaN,0.60136,1.5857,0.24772,2.7602,0.36723,8.733,NaN,NaN,0.70817,5.9683,0.64817,7.9174,0.57272,3.158,NaN,NaN,0.60136,3.158,0.24772,3.158,0.36723,9.9506,NaN,NaN,0.70817,8.4187,Medium,Biprop
296,1,0,30000,2,1000,1,4992.8,0,0.12,300,6720,36720,1375.2,0.72078,11.252,0.59693,6.0608,0.40314,15.847,0.6152,6.0608,0.27193,6.0608,0.44696,18.399,0.21386,13.343,0.78078,10.911,0.72078,13.981,0.59693,8.5134,0.40314,19.888,0.6152,8.5134,0.27193,8.5134,0.44696,21.575,0.21386,16.084,0.78078,12.228,Medium,Biprop
297,1,1,30,2,1000,1,54.677,0,0.13,450,2404.7,2434.7,385.05,0.28534,4.0931,0.45178,0.82345,NaN,NaN,0.54089,0.81637,0.12678,3.9152,0.17286,4.0849,NaN,NaN,0.34534,4.1001,0.28653,4.3257,0.45218,0.85151,NaN,NaN,0.54109,0.84403,0.12718,4.157,0.1735,4.3257,NaN,NaN,0.34653,4.2116,Medium,Cryo
298,1,1,100,2,1000,1,178.89,0,0.13,450,2415.6,2515.6,387.5,0.29747,4.1289,0.45582,0.85217,NaN,NaN,0.54291,0.73106,0.13082,3.951,0.17936,4.1207,NaN,NaN,0.35747,4.1289,0.30136,4.3684,0.45712,0.88679,NaN,NaN,0.54356,0.85357,0.13212,4.1997,0.18144,4.3684,NaN,NaN,0.36136,4.2462,Medium,Cryo
299,1,1,300,2,1000,1,510.04,0,0.13,450,2446.8,2746.8,394.49,0.32982,4.2229,0.46661,0.83335,NaN,NaN,0.5483,0.81933,0.14161,4.0533,0.19669,4.2229,NaN,NaN,0.38982,4.2312,0.34089,4.4906,0.4703,0.84502,NaN,NaN,0.55015,0.84502,0.1453,4.3219,0.20262,4.4906,NaN,NaN,0.40089,4.3654,Medium,Cryo
300,1,1,600,2,1000,1,950.83,0,0.13,450,2493.6,3093.6,404.98,0.37287,4.3764,0.48096,0.73047,NaN,NaN,0.55548,0.70241,0.15596,3.9522,0.21975,4.3764,NaN,NaN,0.43287,4.2494,0.39351,4.6739,0.48784,0.78829,NaN,NaN,0.55892,0.70039,0.16284,3.7607,0.23081,4.6739,NaN,NaN,0.45351,4.3843,Medium,Cryo
301,1,1,1200,2,1000,1,1680.4,0,0.13,450,2587.2,3787.2,425.95,0.44414,4.6832,0.50471,0.98234,NaN,NaN,0.56736,0.4438,0.17971,2.9099,0.25793,4.5135,NaN,NaN,0.50414,4.5563,0.48061,4.8717,0.51687,1.0669,NaN,NaN,0.57343,0.54237,0.19187,3.0619,0.27747,4.8717,NaN,NaN,0.54061,4.742,Medium,Cryo
302,1,1,3000,2,1000,1,3157.1,0,0.13,450,2868,5868,488.88,0.58837,5.434,0.55279,1.1188,NaN,NaN,0.59139,0.70304,0.22779,1.5635,0.3352,5.434,NaN,NaN,0.64837,4.3954,0.6569,4.6465,0.57563,1.1827,NaN,NaN,0.60282,0.78563,0.25063,1.7484,0.37191,5.9713,NaN,NaN,0.7169,4.5349,Medium,Cryo
303,1,1,10000,2,1000,1,5556.4,0,0.13,450,3960,13960,733.6,0.73769,5.1433,0.60256,1.8665,0.47077,6.3339,0.61942,1.8665,0.27756,1.8665,0.48923,9.0139,0.22513,3.5838,0.79769,5.1433,0.77473,3.4549,0.61491,2.4807,0.61894,8.0674,0.62868,1.1384,0.28991,2.305,0.58184,9.9945,0.24982,4.5776,0.83473,4.5266,Medium,Cryo
304,1,1,30000,2,1000,1,7302.1,0,0.13,450,7080,37080,1432.8,0.79006,7.7938,0.62002,6.9034,0.68025,15.58,0.63252,6.9034,0.29502,6.9034,0.62016,18.987,0.26004,14.219,0.85006,7.7938,0.83013,5.7015,0.63338,9.4042,0.82026,9.9737,0.64,9.4042,0.30838,9.4042,0.72033,16.25,0.30702,10.802,0.89013,4.9869,Medium,Cryo
305,1,2,30,2,1000,0,359.15,25,0.3,3000,2440.8,2470.8,390.83,0.21508,4.2677,0.36169,1.0233,NaN,NaN,0.24585,4.2999,0.086693,4.1694,0.13879,4.1776,NaN,NaN,NaN,NaN,0.21511,4.5021,0.3617,1.0773,NaN,NaN,0.24585,4.5411,0.086702,4.4105,0.13881,4.4105,NaN,NaN,NaN,NaN,Medium,Electric
306,1,2,100,2,1000,0,1168.7,25,0.3,3000,2466,2566,395.56,0.29415,4.2468,0.38805,1.0925,NaN,NaN,0.25902,4.3685,0.11305,4.069,0.18115,4.2386,NaN,NaN,NaN,NaN,0.29442,4.4782,0.38814,1.145,NaN,NaN,0.25907,4.5723,0.11314,4.3095,0.1813,4.4782,NaN,NaN,NaN,NaN,Medium,Electric
307,1,2,300,2,1000,0,3284.7,25,0.3,3000,2538,2838,409.08,0.50083,4.2667,0.45694,1.1679,NaN,NaN,0.29347,4.3094,0.18194,2.6842,0.29187,4.2667,NaN,NaN,NaN,NaN,0.50299,4.503,0.45766,1.1901,NaN,NaN,0.29383,4.49,0.18266,3.1782,0.29303,4.503,NaN,NaN,NaN,NaN,Medium,Electric
308,1,2,600,2,1000,0,6008.6,25,0.3,3000,2646,3246,429.36,0.65126,4.3088,0.50709,1.0322,NaN,NaN,0.32281,4.3358,0.23209,1.0322,0.47315,4.5634,0.034172,1.0733,NaN,NaN,0.6535,4.1727,0.50783,1.0763,NaN,NaN,0.32338,4.4522,0.23283,1.4643,0.47876,4.7931,0.035669,1.0933,NaN,NaN,Medium,Electric
309,1,2,1200,2,1000,0,10295,25,0.3,3000,2862,4062,469.92,0.75234,1.2861,0.54078,0.99353,NaN,NaN,0.34,4.1182,0.26578,0.92317,0.72586,4.9022,0.16625,1.1609,NaN,NaN,0.75596,2.0446,0.54199,0.87259,NaN,NaN,0.34,4.0487,0.26699,0.81079,0.73491,5.1204,0.17591,1.1687,NaN,NaN,Medium,Electric
310,1,2,3000,2,1000,0,18161,25,0.3,3000,3510,6510,591.6,0.78,1.1433,0.55,1.8262,NaN,NaN,0.34,4.4111,0.275,0.0000552,0.87,0.0000552,0.38529,1.4238,NaN,NaN,0.78,1.1433,0.55,2.3257,NaN,NaN,0.34,5.4417,0.275,0.32166,0.87,0.0000566,0.39108,0.90618,NaN,NaN,Medium,Electric
311,1,2,10000,2,1000,0,28745,25,0.3,3000,6030,16030,1064.8,0.78,5.7043,0.55,6.7114,NaN,NaN,0.34,10.882,0.275,3.3695,0.87,2.4107,0.4,2.5068,NaN,NaN,0.78,7.0919,0.55,7.0919,NaN,NaN,0.34,10.72,0.275,3.8139,0.87,2.0536,0.4,2.086,NaN,NaN,Medium,Electric
312,1,2,30000,2,1000,0,34811,25,0.3,3000,13230,43230,2416.8,0.78,12.826,0.55,21.04,NaN,NaN,0.34,27.41,0.275,20.234,0.87,6.5141,0.4,17.208,NaN,NaN,0.78,11.5,0.55,20.026,NaN,NaN,0.34,27.731,0.275,19.108,0.87,6.5142,0.4,17.853,NaN,NaN,Medium,Electric
313,1,3,30,2,1000,1,121.75,1000,0.2,1500,3607.2,3637.2,577.45,0.29189,6.9075,0.45396,3.4957,NaN,NaN,0.54198,2.9961,0.12896,6.4751,0.17637,6.8994,NaN,NaN,0.35189,6.9075,0.29371,6.1133,0.45457,2.4808,NaN,NaN,0.54228,2.1398,0.12957,5.9446,0.17734,6.1133,NaN,NaN,0.35371,5.9492,Medium,Nuclear
314,1,3,100,2,1000,1,400.13,1000,0.2,1500,3624,3724,580.84,0.31908,6.9489,0.46303,3.275,NaN,NaN,0.54651,2.5403,0.13803,6.271,0.19094,6.9489,NaN,NaN,0.37908,6.836,0.32496,6.1706,0.46499,2.525,NaN,NaN,0.54749,2.1971,0.13999,5.7488,0.19408,6.1706,NaN,NaN,0.38496,6.0051,Medium,Nuclear
315,1,3,300,2,1000,1,1154.4,1000,0.2,1500,3672,3972,590.52,0.39276,7.0905,0.48759,3.286,NaN,NaN,0.55879,2.6056,0.16259,4.6429,0.23041,6.9208,NaN,NaN,0.45276,6.9635,0.40897,6.3343,0.49299,2.4488,NaN,NaN,0.5615,1.7434,0.16799,4.8408,0.23909,6.1656,NaN,NaN,0.46897,6.0049,Medium,Nuclear
316,1,3,600,2,1000,1,2185,1000,0.2,1500,3744,4344,605.04,0.49342,7.1333,0.52114,3.093,NaN,NaN,0.57557,2.2949,0.19614,3.602,0.28433,7.1333,NaN,NaN,0.55342,6.9056,0.52229,6.4113,0.53076,2.0949,NaN,NaN,0.58038,1.6226,0.20576,3.0824,0.2998,6.4113,NaN,NaN,0.58229,5.9245,Medium,Nuclear
317,1,3,1200,2,1000,1,3954.2,1000,0.2,1500,3888,5088,634.08,0.66622,4.139,0.57874,1.5166,NaN,NaN,0.60437,0.81663,0.25374,2.1417,0.3769,7.5581,NaN,NaN,0.72622,4.7934,0.70404,4.0998,0.59135,0.81285,0.33614,5.478,0.61101,0.56313,0.26635,0.87581,0.40509,6.9024,0.20269,2.7219,0.76404,4.7523,Medium,Nuclear
318,1,3,3000,2,1000,1,7752.1,1000,0.2,1500,4320,7320,721.2,0.80356,1.6852,0.62452,0.95589,0.73425,5.0292,0.63589,0.41339,0.29952,0.88824,0.65391,8.5779,0.26904,3.3951,0.86356,1.6852,0.82302,1.5835,0.63101,0.72767,0.80605,4.9571,0.64,0.0000662,0.30601,0.67611,0.70256,8.1231,0.28807,2.6766,0.88302,1.5455,Medium,Nuclear
319,1,3,10000,2,1000,1,14418,1000,0.2,1500,6000,16000,1060,0.88,5.23E-05,0.65,1.45,0.92,0.000061,0.64,1.45,0.325,1.45,0.90545,1.5792,0.53673,2.4338,0.94,0.0000916,0.88,0.0000523,0.65,1.046,0.92,0.000061,0.64,1.046,0.325,1.046,0.92,0.0000663,0.56157,1.4474,0.94,0.0000916,Medium,Nuclear
320,1,3,30000,2,1000,1,19538,1000,0.2,1500,10800,40800,2028,0.88,7.1385,0.65,14.271,0.92,2.7051,0.64,15.61,0.325,14.546,0.92,1.0857,0.59631,7.423,0.94,2.3525,0.88,8.7541,0.65,15.796,0.92,3.8581,0.64,17.42,0.325,16.362,0.92,1.0858,0.6,8.8924,0.94,2.929,Medium,Nuclear
321,2,0,100,2,3000,1,40.472,0,0.12,300,7214.4,7314.4,1155.3,0.37395,15.183,0.73132,2.3163,NaN,NaN,0.84066,1.5755,0.42632,2.3163,0.23212,15.183,NaN,NaN,0.38395,15.225,0.37395,16.073,0.73132,2.3712,NaN,NaN,0.84066,1.5057,0.42632,2.4592,0.23212,16.073,NaN,NaN,0.38395,15.674,High,Biprop
322,2,0,300,2,3000,1,119.32,0,0.12,300,7243.2,7543.2,1161.9,0.38165,15.279,0.73388,2.3617,NaN,NaN,0.84194,1.665,0.42888,2.386,0.23624,15.279,NaN,NaN,0.39165,15.322,0.38165,16.189,0.73388,2.4875,NaN,NaN,0.84194,1.5779,0.42888,2.5755,0.23624,16.189,NaN,NaN,0.39165,15.787,High,Biprop
323,2,0,600,2,3000,1,232.64,0,0.12,300,7286.4,7886.4,1171.8,0.39272,15.424,0.73757,2.022,NaN,NaN,0.84379,1.747,0.43257,2.531,0.24217,15.424,NaN,NaN,0.40272,15.225,0.39272,16.363,0.73757,2.5787,NaN,NaN,0.84379,1.6781,0.43257,2.7498,0.24217,16.363,NaN,NaN,0.40272,15.958,High,Biprop
324,2,0,1200,2,3000,1,443.34,0,0.12,300,7372.8,8572.8,1191.6,0.4133,15.714,0.74443,2.3119,NaN,NaN,0.84722,2.0369,0.43943,2.4203,0.2532,15.714,NaN,NaN,0.4233,15.487,0.4133,16.712,0.74443,2.5925,NaN,NaN,0.84722,2.0267,0.43943,2.5925,0.2532,16.712,NaN,NaN,0.4233,16.298,High,Biprop
325,2,0,3000,2,3000,1,974.66,0,0.12,300,7632,10632,1251.1,0.4652,16.584,0.76173,2.5629,NaN,NaN,0.85587,1.1836,0.45673,3.1819,0.281,16.584,NaN,NaN,0.4752,16.356,0.4652,17.758,0.76173,3.073,NaN,NaN,0.85587,2.295,0.45673,3.6386,0.281,17.758,NaN,NaN,0.4752,16.999,High,Biprop
326,2,0,10000,2,3000,1,2260.6,0,0.12,300,8640,18640,1482.4,0.5908,16.097,0.8036,3.4581,NaN,NaN,0.8768,3.4581,0.4986,5.038,0.34829,19.967,NaN,NaN,0.6008,17.203,0.5908,18.498,0.8036,5.1373,NaN,NaN,0.8768,3.9584,0.4986,6.1888,0.34829,21.827,NaN,NaN,0.6008,19.558,High,Biprop
327,2,0,30000,2,3000,1,3769.3,0,0.12,300,11520,41520,2143.2,0.73817,16.215,0.85272,7.8178,NaN,NaN,0.90136,3.8868,0.54772,7.9332,0.42723,29.379,NaN,NaN,0.74817,18.186,0.73817,16.216,0.85272,8.0272,NaN,NaN,0.90136,5.5761,0.54772,10.493,0.42723,33.198,NaN,NaN,0.74817,19.183,High,Biprop
328,2,0,50000,2,3000,1,4403.8,0,0.12,300,14400,64400,2804,0.79311,18.339,0.87104,9.1279,0.39245,35.91,0.91078,8.975,0.56604,17.599,0.46278,37.696,0.48208,19.227,0.80311,16.041,0.79311,18.999,0.87104,12.037,0.39245,41,0.91078,8.975,0.56604,22.117,0.46278,41.547,0.48208,21.259,0.80311,16.618,High,Biprop
329,2,1,100,2,3000,1,60.698,0,0.13,450,7215.6,7315.6,1155.5,0.37593,15.185,0.73198,2.3191,NaN,NaN,0.84099,1.5784,0.42698,2.3191,0.23318,15.185,NaN,NaN,0.38593,15.228,0.37725,16.076,0.73242,2.3742,NaN,NaN,0.84121,1.4647,0.42742,2.4622,0.23388,16.076,NaN,NaN,0.38725,15.677,High,Cryo
330,2,1,300,2,3000,1,178.89,0,0.13,450,7246.8,7546.8,1162.5,0.38747,15.288,0.73582,2.1505,NaN,NaN,0.84291,1.6104,0.43082,2.3944,0.23936,15.288,NaN,NaN,0.39747,15.33,0.39136,16.198,0.73712,2.4964,NaN,NaN,0.84356,1.5126,0.43212,2.5843,0.24144,16.198,NaN,NaN,0.40136,15.796,High,Cryo
331,2,1,600,2,3000,1,348.63,0,0.13,450,7293.6,7893.6,1173,0.40405,15.441,0.74135,2.0388,NaN,NaN,0.84568,1.7638,0.43635,2.5479,0.24824,15.441,NaN,NaN,0.41405,15.213,0.41162,16.381,0.74387,2.2615,NaN,NaN,0.84694,1.6959,0.43887,2.5186,0.2523,16.381,NaN,NaN,0.42162,15.975,High,Cryo
332,2,1,1200,2,3000,1,663.81,0,0.13,450,7387.2,8587.2,1194,0.43484,15.748,0.75161,2.3456,NaN,NaN,0.85081,1.6926,0.44661,2.3456,0.26473,15.748,NaN,NaN,0.44484,15.52,0.44925,16.748,0.75642,2.3588,NaN,NaN,0.85321,2.0624,0.45142,2.6281,0.27245,16.748,NaN,NaN,0.45925,16.013,High,Cryo
333,2,1,3000,2,3000,1,1456.2,0,0.13,450,7668,10668,1256.9,0.51223,16.668,0.77741,1.739,NaN,NaN,0.8637,1.265,0.47241,3.2662,0.30619,16.668,NaN,NaN,0.52223,16.441,0.54383,16.711,0.78794,2.2095,NaN,NaN,0.86897,1.1579,0.48294,3.7277,0.32313,17.847,NaN,NaN,0.55383,17.086,High,Cryo
334,2,1,10000,2,3000,1,3358.4,0,0.13,450,8760,18760,1501.6,0.69803,13.101,0.83934,3.739,NaN,NaN,0.89467,1.9877,0.53434,3.7002,0.40573,20.248,NaN,NaN,0.70803,16.378,0.77092,10.293,0.86364,1.5859,NaN,NaN,0.90682,0.93867,0.55864,1.4735,0.44478,22.123,NaN,NaN,0.78092,12.215,High,Cryo
335,2,1,30000,2,3000,1,5556.4,0,0.13,450,11880,41880,2200.8,0.82769,9.6662,0.88256,4.568,0.53077,26.967,0.91942,3.5832,0.57756,8.7758,0.54923,28.311,0.50513,10.051,0.83769,10.231,0.86473,10.811,0.89491,3.4326,0.67894,22.108,0.92868,2.8276,0.58991,11.383,0.64184,24.772,0.52982,13.002,0.87473,9.4556,High,Cryo
336,2,1,50000,2,3000,1,6466.5,0,0.13,450,15000,65000,2900,0.855,11.264,0.89167,9.6714,0.63999,28.001,0.92625,7.4187,0.58667,19.004,0.61749,29.256,0.52333,15.934,0.865,9.8529,0.89811,8.2196,0.90604,8.2251,0.81243,14.615,0.93703,6.3346,0.60104,22.543,0.72527,22.228,0.55207,15.359,0.90811,7.1894,High,Cryo
337,2,2,30,2,3000,0,121.56,25,0.3,3000,7240.8,7270.8,1158.8,0.28187,15.404,0.63396,2.8957,NaN,NaN,0.54198,8.0868,0.37896,2.8957,0.18636,15.234,NaN,NaN,NaN,NaN,0.28188,16.286,0.63396,3.0566,NaN,NaN,0.54198,9.3251,0.37896,3.0566,0.18636,16.118,NaN,NaN,NaN,NaN,High,Electric
338,2,2,100,2,3000,0,401.87,25,0.3,3000,7266,7366,1163.6,0.30925,15.473,0.64308,2.9649,NaN,NaN,0.54654,8.156,0.38808,2.9649,0.20103,15.303,NaN,NaN,NaN,NaN,0.30928,16.354,0.64309,3.1243,NaN,NaN,0.54655,9.3928,0.38809,3.1243,0.20105,16.185,NaN,NaN,NaN,NaN,High,Electric
339,2,2,300,2,3000,0,1178,25,0.3,3000,7338,7638,1177.1,0.38506,15.501,0.66835,3.1627,NaN,NaN,0.55918,8.1301,0.41335,2.6629,0.24164,15.501,NaN,NaN,NaN,NaN,0.38534,16.379,0.66845,3.3178,NaN,NaN,0.55922,8.1256,0.41345,2.8409,0.24179,16.379,NaN,NaN,NaN,NaN,High,Electric
