design_id,capability,propulsion,fuel_mass,dfc,payload,speed,deltav,base_mass,mass_fraction,isp,dry_mass,wet_mass,cost,mau_1_1,fpn_1_1,mau_2_1,fpn_2_1,mau_3_1,fpn_3_1,mau_4_1,fpn_4_1,mau_5_1,fpn_5_1,mau_6_1,fpn_6_1,mau_7_1,fpn_7_1,mau_8_1,fpn_8_1,mau_1_2,fpn_1_2,mau_2_2,fpn_2_2,mau_3_2,fpn_3_2,mau_4_2,fpn_4_2,mau_5_2,fpn_5_2,mau_6_2,fpn_6_2,mau_7_2,fpn_7_2,mau_8_2,fpn_8_2,capability_name,propulsion_name
75,2,1,600,0,3000,1,415.17,0,0.13,450,6078,6678,978.48,0.41055,12.596,0.74352,0,NaN,NaN,0.84676,0,0.43852,0,0.25172,12.596,NaN,NaN,0.42055,12.639,0.41956,13.373,0.74652,0,NaN,NaN,0.84826,0,0.44152,0,0.25655,13.373,NaN,NaN,0.42956,13.04,High,Cryo
76,2,1,1200,0,3000,1,785.37,0,0.13,450,6156,7356,996.96,0.44671,12.866,0.75557,0,NaN,NaN,0.85279,0,0.45057,0,0.2711,12.866,NaN,NaN,0.45671,12.639,0.46376,13.701,0.76125,0,NaN,NaN,0.85563,0,0.45625,0.087963,0.28023,13.701,NaN,NaN,0.47376,13.36,High,Cryo
77,2,1,3000,0,3000,1,1697.5,0,0.13,450,6390,9390,1052.4,0.5358,13.677,0.78527,0,NaN,NaN,0.86763,0,0.48027,0.27502,0.31882,13.677,NaN,NaN,0.5458,13.45,0.57264,13.418,0.79755,0,NaN,NaN,0.87377,0,0.49255,0.56572,0.33856,14.685,NaN,NaN,0.58264,14,High,Cryo
78,2,1,10000,0,3000,1,3805.1,0,0.13,450,7300,17300,1268,0.74166,9.6838,0.85389,0.32184,NaN,NaN,0.90194,0.32186,0.54889,1.8667,0.4291,16.831,NaN,NaN,0.75166,12.834,0.80052,6.6803,0.87351,0.51127,0.42208,16.879,0.91263,0.35417,0.56851,0.4751,0.4813,18.511,0.48701,6.7858,0.81052,9.2549,High,Cryo
79,2,1,30000,0,3000,1,6146.8,0,0.13,450,9900,39900,1884,0.84541,5.0321,0.88847,3.925,0.60162,22.269,0.92385,1.6245,0.58347,4.1415,0.59351,23.504,0.51694,5.315,0.85541,8.4595,0.88638,7.7149,0.90213,2.6467,0.76554,15.446,0.9341,2.2832,0.59713,6.4847,0.69596,18.895,0.54426,8.0253,0.89638,7.2906,High,Cryo
80,2,1,50000,0,3000,1,7097.6,0,0.13,450,12500,62500,2500,0.87393,9.1,0.89798,4.681,0.71571,20.429,0.93098,4.681,0.59298,13.152,0.66482,23.405,0.53595,14.542,0.88393,7.9597,0.91608,4.9404,0.91203,7.5726,0.87216,8.6423,0.94,6.0355,0.60703,17.416,0.7702,17.35,0.57621,11.7,0.92608,4.3212,High,Cryo
81,2,2,30,0,3000,0,145.81,25,0.3,3000,6034,6064,965.74,0.28424,12.579,0.63475,0.96173,NaN,NaN,0.54237,6.3682,0.37975,0.071174,0.18763,12.41,NaN,NaN,NaN,NaN,0.28425,13.301,0.63475,1.3018,NaN,NaN,0.54237,7.4672,0.37975,0.071529,0.18763,13.133,NaN,NaN,NaN,NaN,High,Electric
82,2,2,100,0,3000,0,481.58,25,0.3,3000,6055,6155,969.8,0.31704,12.639,0.64568,0.47054,NaN,NaN,0.54784,6.4276,0.39068,0.13054,0.2052,12.469,NaN,NaN,NaN,NaN,0.31708,13.36,0.64569,0.46915,NaN,NaN,0.54785,6.9168,0.39069,0.13056,0.20522,13.192,NaN,NaN,NaN,NaN,High,Electric
83,2,2,300,0,3000,0,1408.1,25,0.3,3000,6115,6415,981.4,0.40753,12.639,0.67584,0.30029,NaN,NaN,0.56292,5.4914,0.42084,0.30029,0.25368,12.639,NaN,NaN,NaN,NaN,0.40786,13.36,0.67595,0.29925,NaN,NaN,0.56298,6.5678,0.42095,0.29925,0.25386,13.36,NaN,NaN,NaN,NaN,High,Electric
84,2,2,600,0,3000,0,2713.7,25,0.3,3000,6205,6805,998.8,0.53506,12.893,0.71835,0.55477,NaN,NaN,0.58418,5.6154,0.46335,0,0.322,12.893,NaN,NaN,NaN,NaN,0.53629,13.613,0.71876,0.55233,NaN,NaN,0.58438,5.5949,0.46376,0,0.32265,13.613,NaN,NaN,NaN,NaN,High,Electric
85,2,2,1200,0,3000,0,5063.3,25,0.3,3000,6385,7585,1033.6,0.7129,8.8147,0.77763,0,NaN,NaN,0.61572,2.4419,0.52263,0,0.46225,13.402,0.29527,8.147,NaN,NaN,0.71422,8.6637,0.77807,0,NaN,NaN,0.61606,2.4086,0.52307,0,0.46555,14.12,0.29615,8.5109,NaN,NaN,High,Electric
86,2,2,3000,0,3000,0,10582,25,0.3,3000,6925,9925,1138,0.847,3.4815,0.82233,0,NaN,NaN,0.64,2.591,0.56733,0,0.7975,7.8714,0.45866,3.6202,NaN,NaN,0.85018,3.4094,0.82339,0,NaN,NaN,0.64,2.5766,0.56839,0,0.80545,7.0084,0.46714,3.867,NaN,NaN,High,Electric
87,2,2,10000,0,3000,0,21925,25,0.3,3000,9025,19025,1544,0.87,1.1433,0.83,4.3592,NaN,NaN,0.64,8.53,0.575,0.058545,0.93,0,0.68,0,NaN,NaN,0.87,1.1433,0.83,4.8528,NaN,NaN,0.64,8.4808,0.575,0,0.93,0,0.68,0,NaN,NaN,High,Electric
88,2,2,30000,0,3000,0,32267,25,0.3,3000,15025,45025,2704,0.87,9.5491,0.83,10.293,NaN,NaN,0.64,22.898,0.575,16.137,0.93,4.7395,0.68,7.9097,NaN,NaN,0.87,10.209,0.83,10.502,NaN,NaN,0.64,23.516,0.575,15.453,0.93,2.2886,0.68,7.0828,NaN,NaN,High,Electric
89,2,3,30,0,3000,1,62.812,1000,0.2,1500,7006,7036,1121.3,0.37614,14.685,0.73205,1.8183,NaN,NaN,0.84102,1.1833,0.42705,1.8183,0.23329,14.685,NaN,NaN,0.38614,14.727,0.37651,14.552,0.73217,1.1782,NaN,NaN,0.84108,0.85023,0.42717,1.1782,0.23349,14.552,NaN,NaN,0.38651,14.189,High,Nuclear
90,2,3,100,0,3000,1,207.92,1000,0.2,1500,7020,7120,1124.2,0.39031,14.728,0.73677,1.8613,NaN,NaN,0.84338,1.1206,0.43177,1.8613,0.24088,14.728,NaN,NaN,0.40031,14.77,0.39153,14.602,0.73718,1.0178,NaN,NaN,0.84359,0.90063,0.43218,0.98857,0.24153,14.602,NaN,NaN,0.40153,14.239,High,Nuclear
91,2,3,300,0,3000,1,611.74,1000,0.2,1500,7060,7360,1132.6,0.42975,14.85,0.74992,1.4482,NaN,NaN,0.84996,1.1732,0.44492,1.8655,0.26201,14.85,NaN,NaN,0.43975,14.623,0.43326,14.746,0.75109,1.0446,NaN,NaN,0.85054,0.51128,0.44609,1.1325,0.26389,14.746,NaN,NaN,0.44326,14.379,High,Nuclear
92,2,3,600,0,3000,1,1189.3,1000,0.2,1500,7120,7720,1145.2,0.48617,15.035,0.76872,1.3575,NaN,NaN,0.85936,0.83212,0.46372,1.6325,0.29223,15.035,NaN,NaN,0.49617,14.807,0.49279,14.962,0.77093,0.77789,NaN,NaN,0.86047,0.27666,0.46593,0.84239,0.29578,14.962,NaN,NaN,0.50279,14.27,High,Nuclear
93,2,3,1200,0,3000,1,2254.4,1000,0.2,1500,7240,8440,1170.4,0.5902,12.639,0.8034,0.47396,NaN,NaN,0.8767,0,0.4984,2.0012,0.34796,15.403,NaN,NaN,0.6002,14.365,0.60209,13.36,0.80736,0,NaN,NaN,0.87868,0,0.50236,1.2742,0.35433,15.394,NaN,NaN,0.61209,13.731,High,Nuclear
94,2,3,3000,0,3000,1,4890.8,1000,0.2,1500,7600,10600,1246,0.80772,5.0613,0.87591,0,0.45089,13.931,0.91443,0,0.57091,0,0.49931,16.509,0.49182,5.263,0.81772,7.2172,0.8146,4.8584,0.8782,0,0.47841,15.09,0.91615,0,0.5732,0,0.51651,16.689,0.4964,4.9352,0.8246,7.8465,High,Nuclear
95,2,3,10000,0,3000,1,10984,1000,0.2,1500,9000,19000,1540,0.95353,0,0.92451,0,0.94705,0,0.94,0,0.61951,0,0.86381,6.1001,0.67607,0,0.96353,0,0.95929,0,0.92643,0,0.95858,0,0.94,0,0.62143,0,0.87823,4.5354,0.69144,0,0.96929,0,High,Nuclear
96,2,3,30000,0,3000,1,17585,1000,0.2,1500,13000,43000,2380,0.97,0,0.93,2.9256,0.98,0,0.94,2.9257,0.625,11.397,0.98,0,0.86068,0,0.98,0,0.97,0,0.93,4.4985,0.98,0,0.94,4.4985,0.625,13.165,0.98,0,0.86326,0,0.98,0,High,Nuclear
97,3,0,100,0,5000,1,29.219,0,0.12,300,10012,10112,1602.9,0.40285,21.73,0.80095,5.2211,NaN,NaN,0.90048,1.4038,0.80095,0,0.25153,21.73,NaN,NaN,0.40285,21.503,0.40285,22.994,0.80095,6.3051,NaN,NaN,0.90048,1.5768,0.80095,0,0.25153,22.994,NaN,NaN,0.40285,22.109,Extreme,Biprop
98,3,0,300,0,5000,1,86.596,0,0.12,300,10036,10336,1608.8,0.40846,21.816,0.80282,5.3065,NaN,NaN,0.90141,1.3099,0.80282,0,0.25453,21.816,NaN,NaN,0.40846,21.588,0.40846,23.099,0.80282,6.4095,NaN,NaN,0.90141,1.4829,0.80282,0,0.25453,23.099,NaN,NaN,0.40846,22.211,Extreme,Biprop
99,3,0,600,0,5000,1,170.12,0,0.12,300,10072,10672,1617.5,0.41662,21.944,0.80554,5.4346,NaN,NaN,0.90277,1.1731,0.80554,0,0.2589,21.944,NaN,NaN,0.41662,21.716,0.41662,23.255,0.80554,6.566,NaN,NaN,0.90277,1.5277,0.80554,0,0.2589,23.255,NaN,NaN,0.41662,22.364,Extreme,Biprop
100,3,0,1200,0,5000,1,328.71,0,0.12,300,10144,11344,1635,0.43211,22.2,0.8107,5.6909,NaN,NaN,0.90535,1.3903,0.8107,0,0.2672,22.2,NaN,NaN,0.43211,21.973,0.43211,23.568,0.8107,6.8791,NaN,NaN,0.90535,1.8408,0.8107,0,0.2672,23.568,NaN,NaN,0.43211,22.67,Extreme,Biprop
101,3,0,3000,0,5000,1,747.68,0,0.12,300,10360,13360,1687.6,0.47303,22.714,0.82434,5.6157,NaN,NaN,0.91217,2.1591,0.82434,0.20484,0.28912,22.969,NaN,NaN,0.47303,21.93,0.47303,24.255,0.82434,5.8655,NaN,NaN,0.91217,2.7801,0.82434,0.49146,0.28912,24.508,NaN,NaN,0.47303,23.586,Extreme,Biprop
102,3,0,10000,0,5000,1,1876,0,0.12,300,11200,21200,1892,0.58323,22.088,0.86108,5.1491,NaN,NaN,0.93054,0.95171,0.86108,1.6676,0.34816,25.959,NaN,NaN,0.58323,22.088,0.58323,23.639,0.86108,6.4328,NaN,NaN,0.93054,1.5745,0.86108,2.626,0.34816,28.16,NaN,NaN,0.58323,24.666,Extreme,Biprop
103,3,0,30000,0,5000,1,3425.1,0,0.12,300,13600,43600,2476,0.73454,16.63,0.91151,4.3299,NaN,NaN,0.95576,4.3299,0.91151,4.3299,0.42922,34.247,NaN,NaN,0.73454,20.546,0.73454,16.869,0.91151,6.9726,NaN,NaN,0.95576,4.4505,0.91151,6.9726,0.42922,38.344,NaN,NaN,0.73454,20.546,Extreme,Biprop
104,3,0,50000,0,5000,1,4166.2,0,0.12,300,16000,66000,3060,0.80693,16.76,0.93564,4.882,NaN,NaN,0.96782,3.2369,0.93564,4.5362,0.468,37.477,NaN,NaN,0.80693,15.66,0.80693,17.42,0.93564,5.0006,NaN,NaN,0.96782,3.2369,0.93564,4.6464,0.468,43.292,NaN,NaN,0.80693,16.236,Extreme,Biprop
105,3,1,100,0,5000,1,43.824,0,0.13,450,10013,10113,1603.1,0.40428,21.733,0.80143,5.2234,NaN,NaN,0.90071,1.3799,0.80143,0,0.25229,21.733,NaN,NaN,0.40428,21.505,0.40523,22.997,0.80174,6.3076,NaN,NaN,0.90087,1.537,0.80174,0,0.2528,22.997,NaN,NaN,0.40523,22.112,Extreme,Cryo
106,3,1,300,0,5000,1,129.86,0,0.13,450,10039,10339,1609.2,0.41268,21.823,0.80423,5.3136,NaN,NaN,0.90211,1.239,0.80423,0,0.25679,21.823,NaN,NaN,0.41268,21.595,0.4155,23.106,0.80517,6.4169,NaN,NaN,0.90258,1.3786,0.80517,0,0.2583,23.106,NaN,NaN,0.4155,22.219,Extreme,Cryo
107,3,1,600,0,5000,1,255.03,0,0.13,450,10078,10678,1618.5,0.42491,21.958,0.8083,5.4487,NaN,NaN,0.90415,1.148,0.8083,0,0.26334,21.958,NaN,NaN,0.42491,21.73,0.43045,23.27,0.81015,6.5808,NaN,NaN,0.90507,1.5426,0.81015,0,0.26631,23.27,NaN,NaN,0.43045,22.379,Extreme,Cryo
108,3,1,1200,0,5000,1,492.52,0,0.13,450,10156,11356,1637,0.44811,22.228,0.81604,5.7191,NaN,NaN,0.90802,1.4183,0.81604,0,0.27577,22.228,NaN,NaN,0.44811,22.001,0.4588,23.598,0.8196,6.3822,NaN,NaN,0.9098,1.8705,0.8196,0,0.2815,23.598,NaN,NaN,0.4588,22.699,Extreme,Cryo
109,3,1,3000,0,5000,1,1118.7,0,0.13,450,10390,13390,1692.4,0.50926,20.663,0.83642,4.3003,NaN,NaN,0.91821,2.1919,0.83642,0.27505,0.30853,23.039,NaN,NaN,0.50926,22.001,0.53355,22.549,0.84452,3.6686,NaN,NaN,0.92226,1.7848,0.84452,0.56569,0.32154,24.582,NaN,NaN,0.53355,22.699,Extreme,Cryo
110,3,1,10000,0,5000,1,2795.5,0,0.13,450,11300,21300,1908,0.67305,17.931,0.89102,3.6474,NaN,NaN,0.94551,0.32185,0.89102,1.9017,0.39628,26.193,NaN,NaN,0.67305,20.695,0.73373,16.577,0.91124,1.654,NaN,NaN,0.95562,0.11791,0.91124,0.80666,0.42878,28.155,NaN,NaN,0.73373,16.934,Extreme,Cryo
111,3,1,30000,0,5000,1,5071.6,0,0.13,450,13900,43900,2524,0.84315,12.619,0.94772,3.5672,0.49259,31.758,0.97579,2.4356,0.94772,3.3145,0.53287,30.087,0.61543,6.5668,0.84315,12.038,0.87696,9.413,0.95899,2.4584,0.62784,27.016,0.98424,1.5854,0.95899,2.2842,0.6174,27.508,0.63797,8.0253,0.87696,9.2331,Extreme,Cryo
112,3,1,50000,0,5000,1,6146.8,0,0.13,450,16500,66500,3140,0.87541,10.815,0.95847,2.3961,0.62162,29.838,0.98385,1.6244,0.95847,2.2264,0.61351,32.767,0.63694,13.939,0.87541,10.46,0.91638,6.1299,0.97213,3.0354,0.78554,17.304,0.9941,0.59389,0.97213,2.8204,0.71596,23.238,0.66426,14.371,0.91638,6.3616,Extreme,Cryo
113,3,2,30,0,5000,0,87.77,25,0.3,3000,10034,10064,1605.7,0.30857,21.772,0.70286,8.1434,NaN,NaN,0.60143,9.4332,0.75286,0.071231,0.20459,21.772,NaN,NaN,NaN,NaN,0.30857,23.029,0.70286,8.3441,NaN,NaN,0.60143,9.9682,0.75286,0.071549,0.20459,23.029,NaN,NaN,NaN,NaN,Extreme,Electric
114,3,2,100,0,5000,0,290.95,25,0.3,3000,10055,10155,1609.8,0.32842,21.831,0.70947,8.1537,NaN,NaN,0.60474,9.4925,0.75947,0.1306,0.21522,21.831,NaN,NaN,NaN,NaN,0.32843,23.088,0.70948,8.4031,NaN,NaN,0.60474,10.027,0.75948,0.13061,0.21523,23.088,NaN,NaN,NaN,NaN,Extreme,Electric
115,3,2,300,0,5000,0,859.29,25,0.3,3000,10115,10415,1621.4,0.38393,22.001,0.72798,7.0713,NaN,NaN,0.61399,9.6623,0.77798,0.3003,0.24496,22.001,NaN,NaN,NaN,NaN,0.38405,23.257,0.72802,7.8634,NaN,NaN,0.61401,10.196,0.77802,0.29931,0.24503,23.257,NaN,NaN,NaN,NaN,Extreme,Electric
116,3,2,600,0,5000,0,1679.7,25,0.3,3000,10205,10805,1638.8,0.46406,22.255,0.75469,7.3258,NaN,NaN,0.62734,9.9167,0.80469,0.29728,0.28789,22.255,NaN,NaN,NaN,NaN,0.46453,23.257,0.75484,7.4656,NaN,NaN,0.62742,10.449,0.80484,0.24001,0.28814,23.51,NaN,NaN,NaN,NaN,Extreme,Electric
117,3,2,1200,0,5000,0,3214.9,25,0.3,3000,10385,11585,1673.6,0.61401,18.894,0.80467,6.255,NaN,NaN,0.65233,10.426,0.85467,0,0.36822,22.764,NaN,NaN,NaN,NaN,0.61574,19.924,0.80525,7.3269,NaN,NaN,0.65262,10.955,0.85525,0,0.36914,24.016,NaN,NaN,NaN,NaN,Extreme,Electric
118,3,2,3000,0,5000,0,7133.4,25,0.3,3000,10925,13925,1778,0.805,8.5743,0.86833,3.4815,NaN,NaN,0.69125,11.953,0.91833,0,0.6375,18.728,0.45667,11.445,NaN,NaN,0.80764,8.2727,0.86921,3.8069,NaN,NaN,0.69191,12.473,0.91921,0,0.64411,21.86,0.45843,11.92,NaN,NaN,Extreme,Electric
119,3,2,10000,0,5000,0,16749,25,0.3,3000,13025,23025,2184,0.9,6.1194,0.9,2.6691,NaN,NaN,0.7,16.553,0.95,0.05852,0.95,0,0.774,0,NaN,NaN,0.9,6.7788,0.9,2.8785,NaN,NaN,0.7,16.753,0.95,0,0.95,0,0.77804,0,NaN,NaN,Extreme,Electric
120,3,2,30000,0,5000,0,27829,25,0.3,3000,19025,49025,3344,0.9,8.0029,0.9,8.7637,NaN,NaN,0.7,24.142,0.95,4.7395,0.95,4.7396,0.8,6.1713,NaN,NaN,0.9,8.0032,0.9,8.8824,NaN,NaN,0.7,24.142,0.95,3.1936,0.95,3.2571,0.8,6.4228,NaN,NaN,Extreme,Electric
121,3,3,30,0,5000,1,40.015,1000,0.2,1500,11006,11036,1761.3,0.40391,24.046,0.8013,7.5373,NaN,NaN,0.90065,3.2366,0.8013,1.4908,0.25209,24.046,NaN,NaN,0.40391,23.819,0.40406,24.448,0.80135,7.759,NaN,NaN,0.90068,2.7207,0.80135,0.8902,0.25217,24.448,NaN,NaN,0.40406,23.528,Extreme,Nuclear
122,3,3,100,0,5000,1,132.79,1000,0.2,1500,11020,11120,1764.2,0.41297,24.09,0.80432,7.5803,NaN,NaN,0.90216,3.2796,0.80432,1.3253,0.25695,24.09,NaN,NaN,0.41297,23.862,0.41346,24.499,0.80449,7.8093,NaN,NaN,0.90224,2.7711,0.80449,0.90061,0.25721,24.499,NaN,NaN,0.41346,23.578,Extreme,Nuclear
123,3,3,300,0,5000,1,393.42,1000,0.2,1500,11060,11360,1772.6,0.43843,24.212,0.81281,6.8718,NaN,NaN,0.9064,3.3795,0.81281,1.4482,0.27059,24.212,NaN,NaN,0.43843,23.985,0.43985,24.643,0.81328,7.07,NaN,NaN,0.90664,2.915,0.81328,0.63917,0.27135,24.643,NaN,NaN,0.43985,23.718,Extreme,Nuclear
124,3,3,600,0,5000,1,772.51,1000,0.2,1500,11120,11720,1785.2,0.47545,24.142,0.82515,5.5277,NaN,NaN,0.91258,2.7587,0.82515,1.6325,0.29042,24.397,NaN,NaN,0.47545,23.358,0.47819,24.216,0.82606,5.678,NaN,NaN,0.91303,2.7127,0.82606,0.84236,0.29189,24.859,NaN,NaN,0.47819,23.929,Extreme,Nuclear
125,3,3,1200,0,5000,1,1491.1,1000,0.2,1500,11240,12440,1810.4,0.54565,20.895,0.84855,3.9555,NaN,NaN,0.92427,1.5819,0.84855,0.61941,0.32802,24.765,NaN,NaN,0.54565,22.001,0.55075,21.962,0.85025,3.5628,NaN,NaN,0.92512,1.4964,0.85025,0.50563,0.33076,25.29,NaN,NaN,0.55075,23.39,Extreme,Nuclear
126,3,3,3000,0,5000,1,3381.2,1000,0.2,1500,11600,14600,1886,0.73026,14.423,0.91009,1.5706,NaN,NaN,0.95504,0,0.91009,0.83458,0.42693,25.871,NaN,NaN,0.73026,15.963,0.74076,14.755,0.91359,1.3988,NaN,NaN,0.95679,0,0.91359,0.56954,0.43255,26.333,NaN,NaN,0.74076,16.231,Extreme,Nuclear
127,3,3,10000,0,5000,1,8387,1000,0.2,1500,13000,23000,2180,0.94141,1.385,0.98047,0,0.88282,6.4229,1,0,0.98047,0,0.77853,15.359,0.68376,0,0.94141,2.2115,0.94468,1.6706,0.98156,0,0.88936,6.9223,1,0,0.98156,0,0.7867,14.473,0.69248,0.18854,0.94468,2.4612,Extreme,Nuclear
128,3,3,30000,0,5000,1,14949,1000,0.2,1500,17000,47000,3020,1,0,1,0,1,0,1,0.00005,1,0,0.99872,0,0.95796,0,1,0,1,0,1,0,1,0,1,0.00005,1,0,1,0,0.96139,0,1,0,Extreme,Nuclear
129,0,0,30,1,300,1,129.93,0,0.12,300,663.96,693.96,106.53,0.20269,0.14127,0.17423,0.14058,NaN,NaN,0.30212,0.13741,0.05423,0.14058,0.1168,0.14058,NaN,NaN,0.29269,0.14058,0.20269,0.14861,0.17423,0.14861,NaN,NaN,0.30212,0.14861,0.05423,0.14861,0.1168,0.14861,NaN,NaN,0.29269,0.14504,Low,Biprop
130,0,0,100,1,300,1,407.18,0,0.12,300,673.2,773.2,108.71,0.22977,0.14329,0.18326,0.14093,NaN,NaN,0.30663,0.14093,0.063257,0.14093,0.13131,0.14329,NaN,NaN,0.31977,0.14329,0.22977,0.15142,0.18326,0.14904,NaN,NaN,0.30663,0.14904,0.063257,0.14904,0.13131,0.15142,NaN,NaN,0.31977,0.14779,Low,Biprop
131,0,0,300,1,300,1,1049.1,0,0.12,300,699.6,999.6,114.94,0.29247,0.14886,0.20416,0.14886,NaN,NaN,0.31708,0.14241,0.084158,0.14886,0.1649,0.14886,NaN,NaN,0.38247,0.14886,0.29247,0.16776,0.20416,0.16776,NaN,NaN,0.31708,0.15,0.084158,0.16776,0.1649,0.16776,NaN,NaN,0.38247,0.15364,Low,Biprop
132,0,0,600,1,300,1,1747.1,0,0.12,300,739.2,1339.2,124.27,0.36065,0.27023,0.22688,0.15733,NaN,NaN,0.32844,0.15733,0.10688,0.27023,0.20142,0.27023,NaN,NaN,0.45065,0.15733,0.36065,0.33317,0.22688,0.3154,NaN,NaN,0.32844,0.3154,0.10688,0.33317,0.20142,0.33317,NaN,NaN,0.45065,0.30783,Low,Biprop
133,0,0,1200,1,300,1,2654,0,0.12,300,818.4,2018.4,142.94,0.44922,0.54342,0.25641,0.41641,NaN,NaN,0.3432,0.23181,0.13641,0.41641,0.24887,0.54342,NaN,NaN,0.53922,0.41641,0.44922,0.66415,0.25641,0.49547,NaN,NaN,0.3432,0.48237,0.13641,0.49547,0.24887,0.66415,NaN,NaN,0.53922,0.47079,Low,Biprop
134,0,0,3000,1,300,1,3956.4,0,0.12,300,1056,4056,198.96,0.57644,1.1931,0.29881,0.83624,NaN,NaN,0.36441,0.38626,0.17881,1.1931,0.31702,1.1931,NaN,NaN,0.66644,0.96548,0.57644,1.4881,0.29881,1.1471,NaN,NaN,0.36441,1.1471,0.17881,1.316,0.31702,1.4881,NaN,NaN,0.66644,1.1196,Low,Biprop
135,0,0,10000,1,300,1,5292.4,0,0.12,300,1980,11980,416.8,0.63977,4.1252,0.31992,1.615,0.37909,3.3864,0.37744,1.5756,0.19992,1.615,0.40943,4.3797,NaN,NaN,0.72977,2.5633,0.63977,5.0957,0.31992,3.3154,0.37909,3.952,0.37744,2.2691,0.19992,3.3154,0.40943,5.3487,NaN,NaN,0.72977,3.9273,Low,Biprop
